dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
SZ,125.0,80.0,8.116697886877475,Aber woran liegt das?,Aber was ist mit der Moral?,3,0,2,"REF:  aber ***** ***** woran liegt das
HYP:  aber was   ist   mit   der   moral
TYPE: C    I     I     S     S     S"
BL,122.22222222222223,58.82352941176471,4.02724819242185,Wie anderswo waren auch hier zunächst nur Männer teilnahmeberechtigt.,"wie auch sonst so, so ist der NATO-Zunachtsnummer man der Teilnahme verpflichtet",8,0,3,"REF:  wie ***** ***** ***** anderswo waren auch hier               zunächst nur männer    teilnahmeberechtigt
HYP:  wie auch  sonst so    so       ist   der  natozunachtsnummer man      der teilnahme verpflichtet
TYPE: C   I     I     I     S        S     S    S                  S        S   S         S"
ZH,120.0,75.0,16.233395773754953,Im Norden liegt die Bandasee.,Der Band ist erst im Norden.,5,0,1,"REF:  ***** im   norden liegt die bandasee
HYP:  der   band ist    erst  im  norden
TYPE: I     S    S      S     S   S"
ZH,120.0,82.25806451612904,0.0,In den letzten Jahren gewinnt auch der Fußball an Begeisterung.,"Ihr habt euch ja schon mal die Pflicht, ein bisschen zu erzählen.",10,0,2,"REF:  ***** ***** in   den letzten jahren gewinnt auch    der fußball  an begeisterung
HYP:  ihr   habt  euch ja  schon   mal    die     pflicht ein bisschen zu erzählen
TYPE: I     I     S    S   S       S      S       S       S   S        S  S"
VS,116.66666666666667,56.00000000000001,3.2342452920962157,"Um die Abstimmung zu erleichtern, wurden diese Änderungsanträge allerdings in Blöcken zusammengefasst.","Um das Abkommen zu leichten, zählt Andrik Shatteregg alle Dinge in die Pflicht ein, zusammen zu bleiben.",9,0,5,"REF:  um die abstimmung zu *****    erleichtern wurden diese      änderungsanträge allerdings in ***** *****   ***** *****    blöcken zusammengefasst
HYP:  um das abkommen   zu leichten zählt       andrik shatteregg alle             dinge      in die   pflicht ein   zusammen zu      bleiben
TYPE: C  S   S          C  I        S           S      S          S                S          C  I     I       I     I        S       S"
BL,116.66666666666667,78.94736842105263,0.0,Es wurde auch ihr erfolgreichstes Buch.,Ist die Show hier als erfahrungsreichste Boogwäge?,6,0,1,"REF:  ***** es  wurde auch ihr erfolgreichstes    buch
HYP:  ist   die show  hier als erfahrungsreichste boogwäge
TYPE: I     S   S     S    S   S                  S"
ZH,116.66666666666667,31.147540983606557,14.991106946711685,Landsberg-Velen war promovierter Jurist und Rittergutsbesitzer.,De Landsberg Wehlen ist ein promovierter Jurist und ein Ritterguts-Besitzer G.,2,0,5,"REF:  ***** *****     *****  landsbergvelen war promovierter jurist und ***** rittergutsbesitzer *****
HYP:  de    landsberg wehlen ist            ein promovierter jurist und ein   rittergutsbesitzer g
TYPE: I     I         I      S              S   C            C      C   I     C                  I"
SG,114.28571428571428,68.0,5.669791110976001,Aber auch auf diesem herrschten unsaubere Zustände.,Aber auf dem hängt uns vor allem der Kerst.,6,0,2,"REF:  aber ***** ***** auch  auf diesem herrschten unsaubere zustände
HYP:  aber auf   dem   hängt uns vor    allem      der       kerst
TYPE: C    I     I     S     S   S      S          S         S"
BE,112.5,73.58490566037736,4.990049701936832,"Als dieser starb, übernahm Jacopo Capece dessen Stelle.",wo der einzige gestorben wäre Jacopo Capete sein Amt übernahm,7,0,2,"REF:  ***** als dieser  starb     übernahm jacopo *****  capece dessen stelle
HYP:  wo    der einzige gestorben wäre     jacopo capete sein   amt    übernahm
TYPE: I     S   S       S         S        C      I      S      S      S"
AG,112.5,41.66666666666667,0.0,Die Speicherung erfolgt dabei im Shared-Memory des Webservers.,Spiegeliger Folge der B. M. Short Memory vom Webserver,8,0,1,"REF:  *****       die   speicherung erfolgt dabei im    sharedmemory des webservers
HYP:  spiegeliger folge der         b       m     short memory       vom webserver
TYPE: I           S     S           S       S     S     S            S   S"
BL,112.5,41.66666666666667,4.767707020457095,Es gibt in Deutschland keine Rechtsgrundlage für Bürgerkriegsflüchtlinge.,Ein Schießendot schlägt ein Rechtsgrundlag für eine Reihe Flüchtling,8,0,1,"REF:  ***** es          gibt    in  deutschland    keine rechtsgrundlage für   bürgerkriegsflüchtlinge
HYP:  ein   schießendot schlägt ein rechtsgrundlag für   eine            reihe flüchtling
TYPE: I     S           S       S   S              S     S               S     S"
BE,112.5,47.91666666666667,4.196114906296549,Kurzzeitig war er auch Teil des Römischen Reichs.,Kurz sieht ich es ja otel vom römischen Reich sehen,7,0,2,"REF:  ***** kurzzeitig war er auch teil des römischen ***** reichs
HYP:  kurz  sieht      ich es ja   otel vom römischen reich sehen
TYPE: I     S          S   S  S    S    S   C         I     S"
ZH,111.11111111111111,68.75,4.990049701936832,Blattl legte gegen den Bußgeldbescheid jedoch keine Berufung ein.,Der Plotl hat jedoch gegen die böse Gelbscheide Kaberovig geglied,7,1,2,"REF:  ***** ***** blattl legte  gegen den bußgeldbescheid jedoch      keine     berufung ein
HYP:  der   plotl hat    jedoch gegen die böse            gelbscheide kaberovig geglied  *****
TYPE: I     I     S      S      C     S   S               S           S         S        D"
UR,100.0,61.904761904761905,0.0,Tötet nicht den Boten.,Tötung und Nibbelbote,3,1,0,"REF:  tötet  nicht den        boten
HYP:  tötung und   nibbelbote *****
TYPE: S      S     S          D"
AG,100.0,82.85714285714286,5.522397783539471,Etappe trat er danach nicht mehr an.,Die Etappe ist schon eine Nummer a getreten.,6,0,1,"REF:  ***** etappe trat er    danach nicht  mehr an
HYP:  die   etappe ist  schon eine   nummer a    getreten
TYPE: I     C      S    S     S      S      S    S"
BE,100.0,58.536585365853654,9.535414040914192,"Eben alles, was für Menschen Bedeutung hat.",Aber aus was für einem Mensch bedeutet die Ketten?,5,0,2,"REF:  eben alles was für ***** *****  menschen bedeutung hat
HYP:  aber aus   was für einem mensch bedeutet die       ketten
TYPE: S    S     C   C   I     I      S        S         S"
BE,100.0,14.285714285714285,0.0,Mal Etappenort.,Mau Etappeort,2,0,0,"REF:  mal etappenort
HYP:  mau etappeort
TYPE: S   S"
AG,100.0,45.0,13.134549472120788,Allmählich verlieben sie sich ineinander.,Langsam verliert sie sich in eine Hand,3,0,2,"REF:  allmählich verlieben sie sich ***** ***** ineinander
HYP:  langsam    verliert  sie sich in    eine  hand
TYPE: S          S         C   C    I     I     S"
SG,100.0,62.65060240963856,7.495553473355845,"Dies war nicht der Fall für die Kontrollgruppen, die keine Fehlinformation erhielten.","Das ist für die Kontrollgruppe, wo keine Feilinformationen überkommen sind, nützlich, Falksi.",12,0,0,"REF:  dies war nicht der fall           für die   kontrollgruppen   die        keine fehlinformation erhielten
HYP:  das  ist für   die kontrollgruppe wo  keine feilinformationen überkommen sind  nützlich        falksi
TYPE: S    S   S     S   S              S   S     S                 S          S     S               S"
UR,100.0,26.785714285714285,23.462350320528007,Löwenäffchen sind die größten Vertreter der Krallenaffen.,Löwen und Äffchen sind die größten Vertreter von Gralen und Affen,3,0,4,"REF:  ***** ***** löwenäffchen sind die größten vertreter ***** *****  der krallenaffen
HYP:  löwen und   äffchen      sind die größten vertreter von   gralen und affen
TYPE: I     I     S            C    C   C       C         I     I      S   S"
BE,100.0,33.84615384615385,8.392229812593097,"Herr Kommissar Liikanen, wir erwarten ein überzeugendes Eingreifen.","Herr Kommissar Likanen, mir warte, dass Sie zügen Sie Griffe.",6,0,2,"REF:  herr kommissar *****   ***** liikanen wir  erwarten ein   überzeugendes eingreifen
HYP:  herr kommissar likanen mir   warte    dass sie      zügen sie           griffe
TYPE: C    C         I       I     S        S    S        S     S             S"
BE,100.0,45.07042253521127,5.669791110976001,Die Finalisten treffen in einem ausgewählten Hamburger Club aufeinander.,Finalisten sind im Ausgebauten Hamburg Club auf einen Antreffen.,9,0,0,"REF:  die        finalisten treffen in          einem   ausgewählten hamburger club  aufeinander
HYP:  finalisten sind       im      ausgebauten hamburg club         auf       einen antreffen
TYPE: S          S          S       S           S       S            S         S     S"
BE,100.0,62.5,0.0,Es liegt im flachen Land.,So ich dem Fragegarant,4,1,0,"REF:  es liegt im  flachen     land
HYP:  so ich   dem fragegarant *****
TYPE: S  S     S   S           D"
SO,100.0,46.3768115942029,13.545994273378144,"Zunächst wurden gemietete Geschäftsräume in Berlin-Mitte, Potsdamer Str.",Zuerst sind gemietete Geschäftsräume in Berlin mit der Potsdamer Straße gemietet worden.,4,0,4,"REF:  zunächst wurden gemietete geschäftsräume in *****  ***** berlinmitte potsdamer *****  *****    str
HYP:  zuerst   sind   gemietete geschäftsräume in berlin mit   der         potsdamer straße gemietet worden
TYPE: S        S      C         C              C  I      I     S           C         I      I        S"
BE,100.0,57.692307692307686,9.535414040914192,Ebenso gelang die Ansiedlung auf der Taimyr-Halbinsel.,Aber so ist das eigentlich auf der Taymir-Halbinsel klungen.,5,0,2,"REF:  ***** ebenso gelang die ansiedlung auf der *****           taimyrhalbinsel
HYP:  aber  so     ist    das eigentlich auf der taymirhalbinsel klungen
TYPE: I     S      S      S   S          C   C   I               S"
BE,100.0,62.121212121212125,4.456882760699063,Sollten wir jetzt nicht allmählich mit unseren Beratungen anfangen?,Setzt ihr mir jetzt nur langsam mit euch die Berättikab ab,7,0,2,"REF:  ***** sollten wir jetzt nicht allmählich mit ***** unseren beratungen anfangen
HYP:  setzt ihr     mir jetzt nur   langsam    mit euch  die     berättikab ab
TYPE: I     S       S   C     S     S          C   I     S       S          S"
BE,100.0,53.76344086021505,3.21858262703621,"Jedenfalls können wir es uns nicht leisten, die nächsten Wochen untätig verstreichen zu lassen.",auf der Vogelgemmer soll es nicht leichter die nächste Woche nach und der Tick verschrichen werden,10,1,3,"REF:  ***** jedenfalls können      wir  es uns   nicht leisten  die *****   ***** nächsten wochen untätig verstreichen zu           lassen
HYP:  auf   der        vogelgemmer soll es ***** nicht leichter die nächste woche nach     und    der     tick         verschrichen werden
TYPE: I     S          S           S    C  D     C     S        C   I       I     S        S      S       S            S            S"
ZH,100.0,64.70588235294117,0.0,Zu meinem Bericht wurde eine Reihe von Änderungsanträgen eingereicht.,Zum Imbrigt sind ganze Hufen anderer Sachen gerichtet worden,9,0,0,"REF:  zu  meinem  bericht wurde eine  reihe   von    änderungsanträgen eingereicht
HYP:  zum imbrigt sind    ganze hufen anderer sachen gerichtet         worden
TYPE: S   S       S       S     S     S       S      S                 S"
AG,100.0,28.57142857142857,0.0,Der Hersteller?,es herstellt,2,0,0,"REF:  der hersteller
HYP:  es  herstellt
TYPE: S   S"
ZG,100.0,51.61290322580645,10.682175159905848,Umwege erhöhen die Ortskenntnis.,Umweg erhöht dort die Krankheit.,3,0,1,"REF:  ***** umwege erhöhen die ortskenntnis
HYP:  umweg erhöht dort    die krankheit
TYPE: I     S      S       C   S"
AG,100.0,40.0,27.516060407455225,Lebensjahr vollendet.,Slavenjahr ist vollendet,1,0,1,"REF:  *****      lebensjahr vollendet
HYP:  slavenjahr ist        vollendet
TYPE: I          S          C"
AG,100.0,42.0,5.522397783539471,Diese wachsen zunächst als Säume ins offene Wasser.,Die Wachsenzähle das Siehme ist oft nie wachsen,8,0,0,"REF:  diese wachsen      zunächst als    säume ins offene wasser
HYP:  die   wachsenzähle das      siehme ist   oft nie    wachsen
TYPE: S     S            S        S      S     S   S      S"
SO,100.0,50.0,7.809849842300637,Auch zu sehen ist eine große Briefmarkensammlung.,Mich sind auch sehr große Briefmarken gesammelt,7,0,0,"REF:  auch zu   sehen ist  eine  große       briefmarkensammlung
HYP:  mich sind auch  sehr große briefmarken gesammelt
TYPE: S    S    S     S    S     S           S"
ZG,100.0,37.06896551724138,4.016138436407654,"Heute nun appellieren wir an die Regierungen Äthiopiens und Eritreas, unverzüglich ihre Feindseligkeiten einzustellen.",Hut appellieren mehr Attraktiven Äthiopier und Eritreer unverzüglich über die Feindseligkeit zu etwas Sollen,14,0,0,"REF:  heute nun         appellieren wir         an        die regierungen äthiopiens   und  eritreas unverzüglich   ihre feindseligkeiten einzustellen
HYP:  hut   appellieren mehr        attraktiven äthiopier und eritreer    unverzüglich über die      feindseligkeit zu   etwas            sollen
TYPE: S     S           S           S           S         S   S           S            S    S        S              S    S                S"
BE,100.0,49.01960784313725,8.392229812593097,Alle Daten und Fakten siehe unter Weinbaugebiet Ahr.,Frau I. Tat und Fakten logung re mi bogegebiet A.,6,0,2,"REF:  ***** alle daten und fakten *****  siehe unter weinbaugebiet ahr
HYP:  frau  i    tat   und fakten logung re    mi    bogegebiet    a
TYPE: I     S    S     C   C      I      S     S     S             S"
TG,100.0,85.71428571428571,6.567274736060395,Die Burg befand sich bei der Kirche.,Tuber und Schotter haben sich geil gefühlt.,5,1,1,"REF:  ***** die burg     befand sich bei  der     kirche
HYP:  tuber und schotter haben  sich geil gefühlt *****
TYPE: I     S   S        S      C    S    S       D"
SO,100.0,44.57831325301205,7.3140318268287645,"Pfostenlöcher am Südtor lassen annehmen, dass er mit einer Holzbrücke überspannt war.","Aufgrund der festen Löcher am Südtor kann man ahnen, dass die eine Holzbrücke überspannt gsih ist",6,1,5,"REF:  *****    ***** *****  pfostenlöcher am südtor ***** lassen annehmen dass er  mit  einer holzbrücke überspannt ***** war
HYP:  aufgrund der   festen löcher        am südtor kann  man    ahnen    dass die eine ***** holzbrücke überspannt gsih  ist
TYPE: I        I     I      S             C  C      I     S      S        C    S   S    D     C          C          I     S"
SG,100.0,42.10526315789473,8.29519350710986,Cassie erschien auf der Nicki Minaj-Version als Feature-Act.,Cassi ist auf der Nicky Minaj Version als Future Act erschienen,5,0,3,"REF:  cassie erschien auf der ***** nicki minajversion als *****  ***** featureact
HYP:  cassi  ist      auf der nicky minaj version      als future act   erschienen
TYPE: S      S        C   C   I     S     S            C   I      I     S"
BE,100.0,48.837209302325576,10.682175159905848,Mein Vertrauen ist entsprechend geschwunden.,Misstrauen ist dementsprechend kleinere Worte.,5,0,0,"REF:  mein       vertrauen ist             entsprechend geschwunden
HYP:  misstrauen ist       dementsprechend kleinere     worte
TYPE: S          S         S               S            S"
BE,100.0,58.92857142857143,9.287528999566801,Fortan verdiente er seinen Lebensunterhalt als Busfahrer.,Ab dann hat er sich lebenslanges Unterhalt als Busfahrer verdient.,4,0,3,"REF:  ***** fortan verdiente er ***** seinen       lebensunterhalt als busfahrer *****
HYP:  ab    dann   hat       er sich  lebenslanges unterhalt       als busfahrer verdient
TYPE: I     S      S         C  I     S            S               C   C         I"
ZG,92.85714285714286,74.25742574257426,9.30514025247622,Trotz dieses Wachstums verlor der Ort seine Selbstständigkeit durch die Eingemeindung nach Den Helder.,Durch die Gemeinde Nachtenheld hat der Ort trotz des Wachstums seine Selbständigkeit verloren.,10,2,1,"REF:  ***** trotz dieses   wachstums   verlor der ort seine selbstständigkeit durch     die   eingemeindung   nach     den   helder
HYP:  durch die   gemeinde nachtenheld hat    der ort trotz des               wachstums seine selbständigkeit verloren ***** *****
TYPE: I     S     S        S           S      C   C   S     S                 S         S     S               S        D     D"
UR,92.3076923076923,57.47126436781609,3.6570159134143823,"Es fehlte aber an Bildungszentren und an Gelehrten, die diese Arbeit durchführen konnten.",es hätte aber ein Bildungszentrum und auch Leiter gefehlt wo die Arbeit nicht ein Naturproblem wäre,9,0,3,"REF:  es fehlte aber an  bildungszentren und ***** *****  an      gelehrten die *****  diese arbeit durchführen  konnten
HYP:  es hätte  aber ein bildungszentrum und auch  leiter gefehlt wo        die arbeit nicht ein    naturproblem wäre
TYPE: C  S      C    S   S               C   I     I      S       S         C   I      S     S      S            S"
BE,91.66666666666666,26.881720430107524,11.498759556447217,"Hochwasser, Dürren und Waldbrände in nie gekanntem Ausmaß richteten europaweit Verwüstungen an.",Hochwassertürre und Waldbrände in unbekannte Ausmaße richten Europa mit Verwirrung in die Ka.,8,1,2,"REF:  hochwasser      dürren und waldbrände in *****      *****   nie     gekanntem ausmaß richteten  europaweit verwüstungen an
HYP:  hochwassertürre *****  und waldbrände in unbekannte ausmaße richten europa    mit    verwirrung in         die          ka
TYPE: S               D      C   C          C  I          I       S       S         S      S          S          S            S"
UR,91.66666666666666,42.15686274509804,3.42209762272661,Dieser geringere Zusammenhang gegenüber eineiigen Zwillingen deutet auf einen genetischen Einfluss hin.,Die Kreiszusammenhang kaken jetzt per Zwilling die Tötung einer genetischen Eifersucht,10,1,0,"REF:  dieser geringere         zusammenhang gegenüber eineiigen zwillingen deutet auf    einen genetischen einfluss   hin
HYP:  die    kreiszusammenhang kaken        jetzt     per       zwilling   die    tötung einer genetischen eifersucht *****
TYPE: S      S                 S            S         S         S          S      S      S     C           S          D"
BE,90.9090909090909,61.8421052631579,4.9323515694897075,"Um Ruhe zu schaffen, entliess man Huber aus dem schweizerischen Kirchendienst.",Um Rotschafe habe man den Huber als einen witzigen Gillendienst entlaufen.,10,0,0,"REF:  um ruhe      zu   schaffen entliess man   huber aus   dem      schweizerischen kirchendienst
HYP:  um rotschafe habe man      den      huber als   einen witzigen gillendienst    entlaufen
TYPE: C  S         S    S        S        S     S     S     S        S               S"
BE,90.9090909090909,31.16883116883117,4.540013809283726,"Das Genfer Übereinkommen soll dem sogenannten ""Bananen Krieg"" ein Ende bereiten.",Scan für die Überkomme soll um sogenannte Bananenkriegesandie bereiten.,6,3,1,"REF:  ***** das genfer übereinkommen soll dem sogenannten bananen             krieg ein   ende  bereiten
HYP:  scan  für die    überkomme     soll um  sogenannte  bananenkriegesandie ***** ***** ***** bereiten
TYPE: I     S   S      S             C    S   S           S                   D     D     D     C"
LU,90.0,67.14285714285714,4.266331692956901,"Darüber soll eine Kapsel sicherstellen, dass die Flasche ungeöffnet war.",Ich habe es selbst festgestellt dass Pläschchen unkäuflich sind,8,1,0,"REF:  darüber soll eine kapsel sicherstellen dass die        flasche    ungeöffnet war
HYP:  ich     habe es   selbst festgestellt  dass pläschchen unkäuflich sind       *****
TYPE: S       S    S    S      S             C    S          S          S          D"
SZ,90.0,33.87096774193548,21.401603033752977,"Sie war damit, für die damalige Zeit, eine echte Volluniversität.",damit ist sie für die damalige Zeit ein echt die volle Universität gsi,6,0,3,"REF:  sie   war damit für die damalige zeit ***** ***** ***** eine  echte       volluniversität
HYP:  damit ist sie   für die damalige zeit ein   echt  die   volle universität gsi
TYPE: S     S   S     C   C   C        C    I     I     I     S     S           S"
BE,90.0,44.61538461538462,9.287528999566801,Schnell wurde das Haus zu einer beliebten Adresse der Prominenten.,Schnell ist Zhus zur beliebten Adresse für die Prominente geworden.,9,0,0,"REF:  schnell wurde das  haus zu        einer   beliebten adresse der        prominenten
HYP:  schnell ist   zhus zur  beliebten adresse für       die     prominente geworden
TYPE: C       S     S    S    S         S       S         S       S          S"
SO,90.0,51.66666666666667,13.065113298388567,Warum aber sagen wir das dann nicht in unserer Entschließung?,"Warum sagen wir das so etwas nicht, wenn wir es so etwas entschließen?",4,1,4,"REF:  warum aber  sagen wir das ***** dann  nicht ***** ***** ***** in unserer entschließung
HYP:  warum ***** sagen wir das so    etwas nicht wenn  wir   es    so etwas   entschließen
TYPE: C     D     C     C   C   I     S     C     I     I     I     S  S       S"
SO,90.0,68.75,9.864703138979419,"Wir begrüßen Ihre Absicht, Herr Ratspräsident, für Gent und Laeken.","Herr Ratspräsident, mir begrüßen Sie die Absicht, für Kind und Lügen.",4,2,3,"REF:  ***** *****         wir begrüßen ***** ihre absicht herr  ratspräsident für gent und laeken
HYP:  herr  ratspräsident mir begrüßen sie   die  absicht ***** *****         für kind und lügen
TYPE: I     I             S   C        I     S    C       D     D             C   S    C   S"
SG,88.88888888888889,51.02040816326531,9.746997877627233,Ollie kommt als Affe wieder aus dem Becken heraus.,Der Öl kommt als Auffrisst in den Becker-Ruhe.,5,2,1,"REF:  ***** ollie kommt als affe      wieder aus dem        becken heraus
HYP:  der   öl    kommt als auffrisst in     den beckerruhe *****  *****
TYPE: I     S     C     C   S         S      S   S          D      D"
AG,88.88888888888889,37.142857142857146,4.923026124015933,Spilotro sollte nun wieder die Schutzfunktion für Rosenthal übernehmen.,Spilotroseliette weihte Schutzfunktion für's Rosetta-Leber nach,5,3,0,"REF:  spilotro         sollte nun   wieder die   schutzfunktion für  rosenthal    übernehmen
HYP:  spilotroseliette weihte ***** *****  ***** schutzfunktion fürs rosettaleber nach
TYPE: S                S      D     D      D     C              S    S            S"
BE,88.88888888888889,56.451612903225815,9.287528999566801,Nebenbei verdiente er sich mit seinem Gitarrenspiel etwas dazu.,Nabibi hat erstmals mit seinem Gitarrespiel auch bis dazu verdient,5,1,2,"REF:  nebenbei verdiente er       sich  mit seinem *****        gitarrenspiel etwas dazu *****
HYP:  nabibi   hat       erstmals ***** mit seinem gitarrespiel auch          bis   dazu verdient
TYPE: S        S         S        D     C   C      I            S             S     C    I"
LU,88.88888888888889,44.70588235294118,7.768562846380176,"Fünf Angreifer wurden von Sicherheitskräften getötet, vier Sturmgewehre sichergestellt.","Fünf Angreifer sind vor der Sicherheitsgremium getötet worden, vier Sturmquere sind sichergestellt worden.",4,0,4,"REF:  fünf angreifer ***** wurden von sicherheitskräften getötet *****  vier *****      sturmgewehre sichergestellt *****
HYP:  fünf angreifer sind  vor    der sicherheitsgremium getötet worden vier sturmquere sind         sichergestellt worden
TYPE: C    C         I     S      S   S                  C       I      C    I          S            C              I"
ZH,88.88888888888889,60.37735849056604,4.767707020457095,Die Hanauer Grafen behielten das Amt aber nicht lange.,Tanner und Grafe haben ihr Amt ab benutzten Polte.,8,0,0,"REF:  die    hanauer grafen behielten das amt aber nicht     lange
HYP:  tanner und     grafe  haben     ihr amt ab   benutzten polte
TYPE: S      S       S      S         S   C   S    S         S"
BE,88.88888888888889,50.90909090909091,13.650604313545333,Der Rat hat die Reden Muammar Gadaffis nicht besprochen.,Die Rede von Muammar Gaddafi hat der Rat nicht besprochen.,7,0,1,"REF:  ***** der  rat hat     die     reden muammar gadaffis nicht besprochen
HYP:  die   rede von muammar gaddafi hat   der     rat      nicht besprochen
TYPE: I     S    S   S       S       S     S       S        C     C"
TG,87.5,43.13725490196079,24.446151121745064,Ich bin noch mit drei weiteren Dingen einverstanden.,Mit nur drei weiteren Dingen bin ich imstande,3,2,2,"REF:  ich bin noch  mit   drei weiteren dingen ***** ***** einverstanden
HYP:  mit nur ***** ***** drei weiteren dingen bin   ich   imstande
TYPE: S   S   D     D     C    C        C      I     I     S"
LU,87.5,38.297872340425535,5.815868174415823,Wir haben es in der Europäischen Union versucht.,Mehrhändig ist die Europäische Union versorgt,5,2,0,"REF:  wir        haben es  in          der   europäischen union versucht
HYP:  mehrhändig ist   die europäische ***** *****        union versorgt
TYPE: S          S     S   S           D     D            C     S"
