dialect,wer,cer,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
SO,100.0,44.89795918367347,Auch zu sehen ist eine große Briefmarkensammlung., Man sieht auch sehr grosse Briefmarkensammlungen.,6,1,0,"REF:  auch  zu     sehen  ist   eine    große                   briefmarkensammlung.
HYP:  man   sieht  auch   sehr  grosse  briefmarkensammlungen.  ********************
TYPE: S     S      S      S     S       S                       D                   "
BE,100.0,49.122807017543856,Fortan verdiente er seinen Lebensunterhalt als Busfahrer., Ab dann hat er die Lebensungerhaut als Busfahrer verdient.,5,0,2,"REF:  **  fortan  verdiente  er  seinen  lebensunterhalt  als  *********  busfahrer.
HYP:  ab  dann    hat        er  die     lebensungerhaut  als  busfahrer  verdient. 
TYPE: I   S       S          C   S       S                C    I          S         "
BE,90.9090909090909,70.29702970297029,"Außerdem studierte er an der Wiener Universität Philosophie, Kunstgeschichte und Literaturgeschichte."," Ausserdem hat er Philosophie, Kunstgeschichte und Literaturgeschichte an der Wiener Universität studiert.",3,3,4,"REF:  außerdem   studierte  er  ************  ***************  ***  *******************  an  der  wiener  universität  philosophie,  kunstgeschichte  und  literaturgeschichte.
HYP:  ausserdem  hat        er  philosophie,  kunstgeschichte  und  literaturgeschichte  an  der  wiener  universität  studiert.     ***************  ***  ********************
TYPE: S          S          C   I             I                I    I                    C   C    C       C            S             D                D    D                   "
BE,90.0,36.507936507936506,Ihm zu Ehren ist der Levassor-Nunatak in der Antarktis benannt., Im ZR ist Levasso nun attackiert an Tarktis Benant.,8,1,0,"REF:  ihm  zu  ehren  ist  der      levassor-nunatak  in          der  antarktis  benannt.
HYP:  im   zr  *****  ist  levasso  nun               attackiert  an   tarktis    benant. 
TYPE: S    S   D      C    S        S                 S           S    S          S       "
ZH,88.88888888888889,27.536231884057973,Zu meinem Bericht wurde eine Reihe von Änderungsanträgen eingereicht., Zum Inbricht wurden ganzen Haufen Änderungsanträge eingereicht.,6,2,0,"REF:  zu   meinem    bericht  wurde   eine    reihe             von  änderungsanträgen  eingereicht.
HYP:  zum  inbricht  wurden   ganzen  haufen  änderungsanträge  ***  *****************  eingereicht.
TYPE: S    S         S        S       S       S                 D    D                  C           "
BE,88.88888888888889,50.0,Der Rat hat die Reden Muammar Gadaffis nicht besprochen., Die Rede von Muammar Gaddafi hat der Rat nicht besprochen.,7,0,1,"REF:  ***  der   rat  hat      die      reden  muammar  gadaffis  nicht  besprochen.
HYP:  die  rede  von  muammar  gaddafi  hat    der      rat       nicht  besprochen.
TYPE: I    S     S    S        S        S      S        S         C      C          "
TG,87.5,61.702127659574465,Kanonen besaß zwei Züge mit jeweils vier Wagen., Die Kanone hat jeweils zwei Züge mit vier Wagen besessen.,5,0,2,"REF:  ***  ******  kanonen  besaß    zwei  züge  mit  jeweils  vier   wagen.   
HYP:  die  kanone  hat      jeweils  zwei  züge  mit  vier     wagen  besessen.
TYPE: I    I       S        S        C     C     C    S        S      S        "
LU,87.5,17.647058823529413,Dieses wird organisiert von der Welttheater Gesellschaft Einsiedeln.," Das wird organisiert, wo die Weltheatergesellschaft einsiedelt.",6,1,0,"REF:  dieses  wird  organisiert   von  der  welttheater             gesellschaft  einsiedeln.
HYP:  das     wird  organisiert,  wo   die  weltheatergesellschaft  einsiedelt.   ***********
TYPE: S       C     S             S    S    S                       S             D          "
ZG,87.5,31.818181818181817,Von anderen Seiten werden noch niedrigere Wachstumsraten erwartet., Vor der anderen Seite wird ein tieferer Wachstumsrat erwartet.,6,0,1,"REF:  ***  von  anderen  seiten  werden  noch  niedrigere  wachstumsraten  erwartet.
HYP:  vor  der  anderen  seite   wird    ein   tieferer    wachstumsrat    erwartet.
TYPE: I    S    C        S       S       S     S           S               C        "
BE,87.5,46.15384615384615,Alle Daten und Fakten siehe unter Weinbaugebiet Ahr., Für alle Daten und Fakten schauen wir uns das Weinbogengebiet an.,4,0,3,"REF:  ***  alle  daten  und  fakten  *******  ***  siehe  unter  weinbaugebiet    ahr.
HYP:  für  alle  daten  und  fakten  schauen  wir  uns    das    weinbogengebiet  an. 
TYPE: I    C     C      C    C       I        I    S      S      S                S   "
SG,87.5,40.0,Cassie erschien auf der Nicki Minaj-Version als Feature-Act., Kassi ist auf der Nicki Minaj Version als Future Act erschienen.,4,0,3,"REF:  cassie  erschien  auf  der  nicki  *****  minaj-version  als  ******  ***  feature-act.
HYP:  kassi   ist       auf  der  nicki  minaj  version        als  future  act  erschienen. 
TYPE: S       S         C    C    C      I      S              C    I       I    S           "
SG,85.71428571428571,43.13725490196079,Aber auch auf diesem herrschten unsaubere Zustände., Aber auch auf dem haben wir unsere Zustände gehört.,4,0,2,"REF:  aber  auch  auf  ***  *****  diesem  herrschten  unsaubere  zustände.
HYP:  aber  auch  auf  dem  haben  wir     unsere      zustände   gehört.  
TYPE: C     C     C    I    I      S       S           S          S        "
SG,83.33333333333334,50.588235294117645,"Dies war nicht der Fall für die Kontrollgruppen, die keine Fehlinformation erhielten."," Das war für die Kontrollgruppen, die keine Fehlinformationen erhalten haben, nicht der Fall.",3,3,4,"REF:  dies  war  nicht  der  fall  für  die  kontrollgruppen,  die  keine  *****************  ********  ******  *****  fehlinformation  erhielten.
HYP:  das   war  *****  ***  ****  für  die  kontrollgruppen,  die  keine  fehlinformationen  erhalten  haben,  nicht  der              fall.     
TYPE: S     C    D      D    D     C    C    C                 C    C      I                  I         I       I      S                S         "
LU,80.0,28.57142857142857,Penda war vermutlich mehrmals verheiratet., Panda ist vermutlich mehrmals verheiratet gewesen.,3,0,1,"REF:  penda  war  vermutlich  mehrmals  ***********  verheiratet.
HYP:  panda  ist  vermutlich  mehrmals  verheiratet  gewesen.    
TYPE: S      S    C           C         I            S           "
BE,80.0,20.588235294117645,"Der Ort ist Sitz des Bistums Ventimiglia-Sanremo, Seebad und Kurort."," Da habe ich Sitz vom Bistum Ventimiglia San Remo, Seebad und Kurort.",6,0,2,"REF:  der  ort   ist  sitz  ***  ******  des          bistums  ventimiglia-sanremo,  seebad  und  kurort.
HYP:  da   habe  ich  sitz  vom  bistum  ventimiglia  san      remo,                 seebad  und  kurort.
TYPE: S    S     S    C     I    I       S            S        S                     C       C    C      "
TG,78.57142857142857,34.95145631067961,"Gegen Ende des Zweiten Weltkrieges gab es insgesamt drei Bombenangriffe, die der Eisenbahnlinie galten."," Die Gegend vom Zweiten Weltkrieg hat insgesamt drei Bombenangriffe gegeben, die die Eisenbahnlinie geholfen haben.",8,1,2,"REF:  gegen  ende    des  zweiten  weltkrieges  gab  es  insgesamt  drei  **************  bombenangriffe,  die  der  eisenbahnlinie  ********  galten.
HYP:  die    gegend  vom  zweiten  weltkrieg    hat  **  insgesamt  drei  bombenangriffe  gegeben,         die  die  eisenbahnlinie  geholfen  haben. 
TYPE: S      S       S    C        S            S    D   C          C     I               S                C    S    C               I         S      "
TG,75.0,40.38461538461539,Ich bin noch mit drei weiteren Dingen einverstanden., Mit nur drei weiteren Dingen bin ich einverstanden.,2,2,2,"REF:  ich  bin  noch  mit  drei  weiteren  dingen  ***  ***  einverstanden.
HYP:  mit  nur  ****  ***  drei  weiteren  dingen  bin  ich  einverstanden.
TYPE: S    S    D     D    C     C         C       I    I    C             "
ZH,75.0,61.81818181818181,Dadurch verformt sich das zu bearbeitende Blech zurück.," Dadurch verformt sich das Blech, welches man zurück bearbeiten muss.",4,0,2,"REF:  dadurch  verformt  sich  das  ******  *******  zu   bearbeitende  blech       zurück.
HYP:  dadurch  verformt  sich  das  blech,  welches  man  zurück        bearbeiten  muss.  
TYPE: C        C         C     C    I       I        S    S             S           S      "
BE,75.0,42.69662921348314,Daran wird sich auch mit der Annahme einiger Änderungsanträge nichts Wesentliches ändern., Auch mit der Annahme von einigen Änderungsanträgen wird sich nichts Wesentliches daran ändern.,2,3,4,"REF:  daran  wird  sich  auch  mit  der  annahme  ***  *******  *****************  einiger  änderungsanträge  nichts  wesentliches  *****  ändern.
HYP:  *****  ****  ****  auch  mit  der  annahme  von  einigen  änderungsanträgen  wird     sich              nichts  wesentliches  daran  ändern.
TYPE: D      D     D     C     C    C    C        I    I        I                  S        S                 C       C             I      C      "
SO,75.0,33.33333333333333,"Zunächst wurden gemietete Geschäftsräume in Berlin-Mitte, Potsdamer Str.", Zuerst wurden gemietete Geschäftsräume in Berlin-Mitte an der Potsdamer Strasse gemietet.,3,0,3,"REF:  zunächst  wurden  gemietete  geschäftsräume  in  ************  **  berlin-mitte,  potsdamer  *******  str.     
HYP:  zuerst    wurden  gemietete  geschäftsräume  in  berlin-mitte  an  der            potsdamer  strasse  gemietet.
TYPE: S         C       C          C               C   I             I   S              C          I        S        "
ZG,75.0,53.84615384615385,Seitdem absolvierte das Atom-U-Boot bis heute mehrere Testreihen., Seitdem hat das Atom-Aubau mehrere Testreihen absolviert.,5,1,0,"REF:  seitdem  absolvierte  das  atom-u-boot  bis      heute       mehrere      testreihen.
HYP:  seitdem  hat          das  atom-aubau   mehrere  testreihen  absolviert.  ***********
TYPE: C        S            C    S            S        S           S            D          "
TG,72.72727272727273,42.3728813559322,Am Ende kommt sie dennoch frei und findet ihre wahre Liebe., Schlussendlich ist sie dann noch frei und findet jetzt ihre Wahrliebe.,6,1,1,"REF:  am              ende  kommt  sie   dennoch  frei  und  findet  *****  ihre  wahre       liebe.
HYP:  schlussendlich  ist   sie    dann  noch     frei  und  findet  jetzt  ihre  wahrliebe.  ******
TYPE: S               S     S      S     S        C     C    C       I      C     S           D     "
SG,72.72727272727273,45.55555555555556,Nicht-ordensgebundene Männer und Frauen stellen heute die Mehrheit unter den Studierenden.," Männer und Frauen, die nicht an Ordnung gebunden sind, stellen heute die Mehrheit unter den Studierenden.",1,1,6,"REF:  nicht-ordensgebundene  männer  und  *******  ***  *****  **  *******  ********  frauen  stellen  heute  die  mehrheit  unter  den  studierenden.
HYP:  *********************  männer  und  frauen,  die  nicht  an  ordnung  gebunden  sind,   stellen  heute  die  mehrheit  unter  den  studierenden.
TYPE: D                      C       C    I        I    I      I   I        I         S       C        C      C    C         C      C    C            "
LU,72.72727272727273,29.333333333333332,Start- und Zielort des über fünf Etappen ausgetragenen Rennens war Dresden., Start und Zielort Über 5 Etappen ausgetragener Rennen ist Dresden gesehen.,6,1,1,"REF:  start-  und  zielort  des  über  fünf  etappen  *************  ausgetragenen  rennens  war      dresden.
HYP:  start   und  zielort  ***  über  5     etappen  ausgetragener  rennen         ist      dresden  gesehen.
TYPE: S       C    C        D    C     S     C        I              S              S        S        S       "
BE,72.72727272727273,30.58823529411765,Die Darstellung der Erde in Kugelform begründete keine grundsätzliche neue Weltsicht., Die Darstellung der Erde in Kugelform hat nicht auf einer grundsätzlich neuen Weltsicht begründet.,5,0,3,"REF:  die  darstellung  der  erde  in  kugelform  ***  *****  ***  begründete  keine          grundsätzliche  neue       weltsicht.
HYP:  die  darstellung  der  erde  in  kugelform  hat  nicht  auf  einer       grundsätzlich  neuen           weltsicht  begründet.
TYPE: C    C            C    C     C   C          I    I      I    S           S              S               S          S         "
AG,71.42857142857143,58.333333333333336,Etappe trat er danach nicht mehr an., Die Etappe ist dann nicht mehr angetreten.,3,1,1,"REF:  ***  etappe  trat  er    danach  nicht  mehr  an.        
HYP:  die  etappe  ist   dann  ******  nicht  mehr  angetreten.
TYPE: I    C       S     S     D       C      C     S          "
BE,71.42857142857143,61.36363636363637,Der November wurde dadurch zum elften Monat., Durch das wurde der November zum 11. Monat.,4,0,1,"REF:  der    november  wurde  ***  dadurch   zum  elften  monat.
HYP:  durch  das       wurde  der  november  zum  11.     monat.
TYPE: S      S         C      I    S         C    S       C     "
BL,71.42857142857143,36.507936507936506,Bundesliga landeten die Weiß-Rot-Blauen auf einem Abstiegsrang., Bundesliga sind die Wissrot-Blau auf dem Abstiegsrang gelandet.,4,0,1,"REF:  bundesliga  landeten  die  weiß-rot-blauen  auf  ***  einem         abstiegsrang.
HYP:  bundesliga  sind      die  wissrot-blau     auf  dem  abstiegsrang  gelandet.    
TYPE: C           S         C    S                C    I    S             S            "
TG,71.42857142857143,44.44444444444444,Die Burg befand sich bei der Kirche., Der Bauer war gleich neben der Kirche.,5,0,0,"REF:  die  burg   befand  sich    bei    der  kirche.
HYP:  der  bauer  war     gleich  neben  der  kirche.
TYPE: S    S      S       S       S      C    C      "
BE,70.0,25.0,"Ist der Irrtum vermeidbar, so greift eine obligatorische Strafmilderung ein."," Ist der Irrtum verbindbar, so griff der obligatorische Strafminder in der Regie.",5,0,2,"REF:  ist  der  irrtum  vermeidbar,  so  greift  eine  obligatorische  ***********  **  strafmilderung  ein.  
HYP:  ist  der  irrtum  verbindbar,  so  griff   der   obligatorische  strafminder  in  der             regie.
TYPE: C    C    C       S            C   S       S     C               I            I   S               S     "
SO,70.0,59.70149253731343,"Wir begrüßen Ihre Absicht, Herr Ratspräsident, für Gent und Laeken."," Herr Ratspräsident, wir begrüssen Ihre Absicht für Gent und Laiken.",3,2,2,"REF:  ****  **************  wir  begrüßen   ihre  absicht,  herr  ratspräsident,  für  gent  und  laeken.
HYP:  herr  ratspräsident,  wir  begrüssen  ihre  absicht   ****  **************  für  gent  und  laiken.
TYPE: I     I               C    S          C     S         D     D               C    C     C    S      "
SG,66.66666666666666,9.523809523809524,Gute Überwachung: Ja!, Gute Überwachung. Ja.,2,0,0,"REF:  gute  überwachung:  ja!
HYP:  gute  überwachung.  ja.
TYPE: C     S             S  "
ZH,66.66666666666666,39.62264150943396,In Risse drang Wasser ein und sprengte Felsblöcke ab., Iris ist Wasser eingedrungen und sprengt die Felsblöcke ab.,4,1,1,"REF:  in    risse  drang  wasser  ein           und  *******  sprengte  felsblöcke  ab.
HYP:  iris  ist    *****  wasser  eingedrungen  und  sprengt  die       felsblöcke  ab.
TYPE: S     S      D      C       S             C    I        S         C           C  "
AG,66.66666666666666,38.63636363636363,Britta Huttenlocher wuchs in Winterthur auf., Britta Huttenlocher ist im Wintertor aufgewachsen.,4,0,0,"REF:  britta  huttenlocher  wuchs  in  winterthur  auf.         
HYP:  britta  huttenlocher  ist    im  wintertor   aufgewachsen.
TYPE: C       C             S      S   S           S            "
ZH,66.66666666666666,38.961038961038966,Alois von und zu Liechtenstein galt als Förderer der Wissenschaft und Künste., Alois von und Zul Jechterstein hat Kunst und Wissenschaft gefördert.,6,2,0,"REF:  alois  von  und  zu   liechtenstein  galt  als    förderer  der  wissenschaft  und         künste.
HYP:  alois  von  und  zul  jechterstein   hat   kunst  und       ***  wissenschaft  gefördert.  *******
TYPE: C      C    C    S    S              S     S      S         D    C             S           D      "
AG,66.66666666666666,30.303030303030305,Nach der Eroberung Jerusalems wurde er von Nebukadnezar abgesetzt., Nach der Eroberung von Jerusalem ist er von Nebuchadnezzar abgesetzt worden.,4,0,2,"REF:  nach  der  eroberung  ***  jerusalems  wurde  er  von  **************  nebukadnezar  abgesetzt.
HYP:  nach  der  eroberung  von  jerusalem   ist    er  von  nebuchadnezzar  abgesetzt     worden.   
TYPE: C     C    C          I    S           S      C   C    I               S             S         "
LU,66.66666666666666,46.875,Heute reicht das nicht mehr aus., Heute langt das Nummer.,2,2,0,"REF:  heute  reicht  das  nicht    mehr  aus.
HYP:  heute  langt   das  nummer.  ****  ****
TYPE: C      S       C    S        D     D   "
SZ,66.66666666666666,33.33333333333333,Einige der besten Blues-Musiker ihrer Zeit spielten in Atlanta., Ein paar der besten Bluesmusiker ihrer Zeit haben in Atlanta gespielt.,4,0,2,"REF:  ***  einige  der  besten  blues-musiker  ihrer  zeit  spielten  in  *******  atlanta. 
HYP:  ein  paar    der  besten  bluesmusiker   ihrer  zeit  haben     in  atlanta  gespielt.
TYPE: I    S       C    C       S              C      C     S         C   I        S        "
BL,66.66666666666666,39.130434782608695,Wie anderswo waren auch hier zunächst nur Männer teilnahmeberechtigt.," Wie auch anders, sind auch hier zunächst nur Wendeteilnahmen berechtigt gewesen.",4,0,2,"REF:  wie  ****  anderswo  waren  auch  hier  zunächst  nur  ***************  männer      teilnahmeberechtigt.
HYP:  wie  auch  anders,   sind   auch  hier  zunächst  nur  wendeteilnahmen  berechtigt  gewesen.            
TYPE: C    I     S         S      C     C     C         C    I                S           S                   "
TG,66.66666666666666,22.22222222222222,Nikolaus von Myra., Nikolaus vom Ira,2,0,0,"REF:  nikolaus  von  myra.
HYP:  nikolaus  vom  ira  
TYPE: C         S    S    "
BE,66.66666666666666,53.84615384615385,Die Franzosen setzten ihn daraufhin ab., Die Franzosen haben ihn hier drauf abgesetzt.,3,0,1,"REF:  die  franzosen  setzten  ihn  ****  daraufhin  ab.       
HYP:  die  franzosen  haben    ihn  hier  drauf      abgesetzt.
TYPE: C    C          S        C    I     S          S         "
BE,66.66666666666666,37.5,"Was gegenwärtig in Ägypten geschieht, ist daher vollkommen inakzeptabel."," Was momentan in Ägypten passiert, ist von dem her völlig inakzeptabel.",4,0,2,"REF:  was  gegenwärtig  in  ägypten  geschieht,  ist  ***  ***  daher  vollkommen  inakzeptabel.
HYP:  was  momentan     in  ägypten  passiert,   ist  von  dem  her    völlig      inakzeptabel.
TYPE: C    S            C   C        S           C    I    I    S      S           C            "
AG,66.66666666666666,48.61111111111111,"Thirty Years of Magic"", das seine Design-Kunst ausführlich dokumentiert.", 30 Years of Magic. Das dokumentiert seine Designkunst ausführlich.,4,1,1,"REF:  thirty  years  of  magic"",  das  ************  seine  design-kunst  ausführlich   dokumentiert.
HYP:  30      years  of  magic.   das  dokumentiert  seine  designkunst   ausführlich.  *************
TYPE: S       C      C   S        C    I             C      S             S             D            "
LU,64.28571428571429,31.0,Vor Einführung des Pferdes in Nordamerika waren Hunde die einzigen den Indianern bekannte Lasttiere., Vor der Einführung des Pferdes in Nordamerika sind die einzigen der Indianer bekannten Lastien Hunde gewesen.,5,1,3,"REF:  vor  ***  einführung  des  pferdes  in  nordamerika  waren  hunde  die  einzigen  ***  ********  den        indianern  bekannte  lasttiere.
HYP:  vor  der  einführung  des  pferdes  in  nordamerika  sind   *****  die  einzigen  der  indianer  bekannten  lastien    hunde     gewesen.  
TYPE: C    I    C           C    C        C   C            S      D      C    C         I    I         S          S          S         S         "
BE,64.28571428571429,37.03703703703704,"Weiters fand es im Häuserbau Verwendung, wo es auch heute noch zum Einsatz kommt."," Im Weiteren hat sie eine Häuserbauverwendung gefunden, die so heute noch zum Einsatz kommt.",9,0,0,"REF:  weiters  fand      es   im   häuserbau  verwendung,          wo         es   auch  heute  noch  zum  einsatz  kommt.
HYP:  im       weiteren  hat  sie  eine       häuserbauverwendung  gefunden,  die  so    heute  noch  zum  einsatz  kommt.
TYPE: S        S         S    S    S          S                    S          S    S     C      C     C    C        C     "
SG,64.28571428571429,26.923076923076923,Der Orden verband christliche Frömmigkeit mit damals modernen Begriffen der Rassenkunde und der Eugenik., Die Horde hat die christliche Frömmigkeit mit dem damals modernen Begriff der Rassekunde und der Eugenik verbunden.,6,0,3,"REF:  ***  der    orden  verband  christliche  frömmigkeit  mit  ***  damals  modernen  begriffen  der  rassenkunde  und  der  *******  eugenik.  
HYP:  die  horde  hat    die      christliche  frömmigkeit  mit  dem  damals  modernen  begriff    der  rassekunde   und  der  eugenik  verbunden.
TYPE: I    S      S      S        C            C            C    I    C       C         S          C    S            C    C    I        S         "
BE,64.28571428571429,45.65217391304348,"Diese wurden bereits in Technicolor gefilmt, als selbst die Serie noch in Schwarz-Weiß lief."," Diese sind schon in Technicolor gefilmt worden, wo die Serie selbst noch in Schwarz-Weiss gelaufen ist.",7,0,2,"REF:  diese  wurden  bereits  in  technicolor  gefilmt,  als      selbst  die  serie  ******  noch  in  *************  schwarz-weiß  lief.
HYP:  diese  sind    schon    in  technicolor  gefilmt   worden,  wo      die  serie  selbst  noch  in  schwarz-weiss  gelaufen      ist. 
TYPE: C      S       S        C   C            S         S        S       C    C      I       C     C   I              S             S    "
SO,63.63636363636363,37.5,In der Gemeinde Oppau wurden fast alle Gebäude zerstört oder beschädigt., Im Obbau sind fast alle Gebäude zerstört oder beschädigt worden.,4,2,1,"REF:  in  der    gemeinde  oppau  wurden  fast  alle  gebäude  zerstört  oder  **********  beschädigt.
HYP:  im  obbau  sind      *****  ******  fast  alle  gebäude  zerstört  oder  beschädigt  worden.    
TYPE: S   S      S         D      D       C     C     C        C         C     I           S          "
