dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
BE,100.0,21.428571428571427,0.0,Mal Etappenort., MAU-Etappe ORT,2,0,0,"REF:  mal       etappenort
HYP:  mauetappe ort
TYPE: S         S"
ZH,100.0,45.28301886792453,6.27465531099474,"Daher bitte ich Sie, meine Unterschrift zurückzunehmen.", darum bitte Sie mir nicht die Unterschrift zu drücken,5,0,2,"REF:  daher bitte ***** ich sie   meine unterschrift ***** zurückzunehmen
HYP:  darum bitte sie   mir nicht die   unterschrift zu    drücken
TYPE: S     C     I     S   S     S     C            I     S"
ZH,100.0,71.42857142857143,23.643540225079384,Im Norden liegt die Bandasee., Der Bandasee ist im Norden.,5,0,0,"REF:  im  norden   liegt die bandasee
HYP:  der bandasee ist   im  norden
TYPE: S   S        S     S   S"
BE,100.0,47.61904761904761,6.754312828675707,"Nina Jäckle verfasste bislang Hörspiele, Theaterstücke, Drehbücher und vor allem Prosa."," Nina Jäckle hat bis jetzt v.a. Hörspiel, Theaterstück und Drehbücher, aber v.a. Brose angeschrieben.",8,0,3,"REF:  nina jäckle ***** ***** ***** verfasste bislang  hörspiele    theaterstücke drehbücher und  vor allem prosa
HYP:  nina jäckle hat   bis   jetzt va        hörspiel theaterstück und           drehbücher aber va  brose angeschrieben
TYPE: C    C      I     I     I     S         S        S            S             C          S    S   S     S"
AG,100.0,43.75,8.29519350710986,Man sollte ein paar Deutschlehrer zum Korrekturlesen rekrutieren.," Man sollte auch Deutsch lernen, um korrekt durchzulassen und zu rekrutieren.",5,0,3,"REF:  man sollte ***** *****   *****  ein paar    deutschlehrer zum korrekturlesen rekrutieren
HYP:  man sollte auch  deutsch lernen um  korrekt durchzulassen und zu             rekrutieren
TYPE: C   C      I     I       I      S   S       S             S   S              C"
SZ,100.0,100.0,0.0,Aber woran liegt das?,,0,4,0,"REF:  aber  woran liegt das
HYP:  ***** ***** ***** *****
TYPE: D     D     D     D"
BE,100.0,38.095238095238095,8.116697886877475,Zu Bioley-Magnoux gehören einige Einzelhöfe., Zur BIORE MANU KÖRGE EINIGE EINZUHELF,4,0,1,"REF:  ***** zu    bioleymagnoux gehören einige einzelhöfe
HYP:  zur   biore manu          körge   einige einzuhelf
TYPE: I     S     S             S       C      S"
LU,100.0,13.333333333333334,0.0,Epping erworben., Apping Erworbe,2,0,0,"REF:  epping erworben
HYP:  apping erworbe
TYPE: S      S"
BE,100.0,76.92307692307693,10.682175159905848,Er unterschrieb einen Dreijahresvertrag., Er hat den 3-Jahres-Vertrag umgeschrieben.,3,0,1,"REF:  er ***** unterschrieb einen          dreijahresvertrag
HYP:  er hat   den          3jahresvertrag umgeschrieben
TYPE: C  I     S            S              S"
AG,100.0,40.0,18.99589214128981,Lebensjahr vollendet., Das Lebensjahr ist vollendet.,0,0,2,"REF:  ***** lebensjahr ***** vollendet
HYP:  das   lebensjahr ist   vollendet
TYPE: I     C          I     C"
SO,100.0,58.333333333333336,7.347053125977879,Warum aber sagen wir das dann nicht in unserer Entschließung?," Warum sagen wir so etwas nicht, wenn wir uns hier so etwas entschliessen?",5,1,4,"REF:  warum aber  sagen wir das dann  nicht ***** ***** ***** ***** in unserer entschließung
HYP:  warum ***** sagen wir so  etwas nicht wenn  wir   uns   hier  so etwas   entschliessen
TYPE: C     D     C     C   S   S     C     I     I     I     I     S  S       S"
BE,100.0,53.57142857142857,5.669791110976001,Fortan verdiente er seinen Lebensunterhalt als Busfahrer., Obdenn hätte er sich lebensunger Haut als Bösefahrer verdient.,5,0,2,"REF:  fortan verdiente er ***** seinen      lebensunterhalt als *****      busfahrer
HYP:  obdenn hätte     er sich  lebensunger haut            als bösefahrer verdient
TYPE: S      S         C  I     S           S               C   I          S"
BE,90.9090909090909,67.67676767676768,29.982213893423374,"Außerdem studierte er an der Wiener Universität Philosophie, Kunstgeschichte und Literaturgeschichte."," Ausserdem hat er Philosophie, Kunstgeschichte und Literaturgeschichte an Wiener Universität studiert.",10,0,0,"REF:  außerdem  studierte er an          der             wiener universität         philosophie kunstgeschichte und         literaturgeschichte
HYP:  ausserdem hat       er philosophie kunstgeschichte und    literaturgeschichte an          wiener          universität studiert
TYPE: S         S         C  S           S               S      S                   S           S               S           S"
BE,90.0,33.84615384615385,13.292417883329383,"Der Ort ist Sitz des Bistums Ventimiglia-Sanremo, Seebad und Kurort."," Der Ort ist jetzt von Bistum, wenn die Milie sind Remo, Seebad und Chorort.",5,0,4,"REF:  der ort ist ***** ***** *****  ***** sitz des   bistums ventimigliasanremo seebad und kurort
HYP:  der ort ist jetzt von   bistum wenn  die  milie sind    remo               seebad und chorort
TYPE: C   C   C   I     I     I      I     S    S     S       S                  C      C   S"
AG,88.88888888888889,46.2962962962963,8.29519350710986,In der Hauptphase dreht der Körper um seine Längsachse., Ich halte die Phasen der dritten Körpe um seine längste Achse.,6,0,2,"REF:  in  der   hauptphase dreht  der *****   körper um seine *****   längsachse
HYP:  ich halte die        phasen der dritten körpe  um seine längste achse
TYPE: S   S     S          S      C   I       S      C  C     I       S"
BE,88.88888888888889,50.90909090909091,13.650604313545333,Der Rat hat die Reden Muammar Gadaffis nicht besprochen., Die Rede von Muammar Gaddafi hat der Rat nicht besprochen.,7,0,1,"REF:  ***** der  rat hat     die     reden muammar gadaffis nicht besprochen
HYP:  die   rede von muammar gaddafi hat   der     rat      nicht besprochen
TYPE: I     S    S   S       S       S     S       S        C     C"
BE,87.5,66.0377358490566,5.522397783539471,"Als dieser starb, übernahm Jacopo Capece dessen Stelle."," Als derjenige starb, hat er Jakopo Cappeccio seine Stelle übernommen.",5,0,2,"REF:  als dieser    starb ***** übernahm jacopo capece    dessen stelle *****
HYP:  als derjenige starb hat   er       jakopo cappeccio seine  stelle übernommen
TYPE: C   S         C     I     S        S      S         S      C      I"
AG,87.5,39.682539682539684,14.991106946711685,Dieser Interessengegensatz führte oft zur Erklärung einer Fehde., Der Interessen des Gegensatzes hat oft zur Erklärung von einer Federgeführ.,4,0,3,"REF:  ***** *****      dieser interessengegensatz führte oft zur erklärung ***** einer fehde
HYP:  der   interessen des    gegensatzes         hat    oft zur erklärung von   einer federgeführ
TYPE: I     I          S      S                   S      C   C   C         I     C     S"
ZH,87.5,48.148148148148145,15.851165692617148,Dadurch verformt sich das zu bearbeitende Blech zurück.," Durch das verformt sich das Blech, das man bearbeiten muss, zurück.",4,0,3,"REF:  ***** dadurch verformt sich das ***** ***** zu  bearbeitende blech zurück
HYP:  durch das     verformt sich das blech das   man bearbeiten   muss  zurück
TYPE: I     S       C        C    C   I     I     S   S            S     C"
BE,87.5,43.13725490196079,8.913765521398126,Alle Daten und Fakten siehe unter Weinbaugebiet Ahr., Für alle Taten und Fakten schaue ich unter dem Miibo-Gebiet an.,4,0,3,"REF:  ***** alle daten und fakten *****  siehe unter ***** weinbaugebiet ahr
HYP:  für   alle taten und fakten schaue ich   unter dem   miibogebiet   an
TYPE: I     C    S     C   C      I      S     C     I     S             S"
SZ,85.71428571428571,40.625,6.870636427700047,"Auch das zweite Album ""Is It Safe?", Aus zweiter Album ist es sicher?,5,1,0,"REF:  auch das     zweite album is  it safe
HYP:  aus  zweiter *****  album ist es sicher
TYPE: S    S       D      C     S   S  S"
SO,85.71428571428571,39.58333333333333,8.170609724417774,Auch zu sehen ist eine große Briefmarkensammlung., Wir sehen auch sehr grosse Briefmarkensammlungen.,5,1,0,"REF:  auch zu    sehen ist  eine große  briefmarkensammlung
HYP:  wir  ***** sehen auch sehr grosse briefmarkensammlungen
TYPE: S    D     C     S    S    S      S"
SG,83.33333333333334,51.80722891566265,39.832871551569504,"Dies war nicht der Fall für die Kontrollgruppen, die keine Fehlinformation erhielten."," Das war für die Kontrollgruppen, die keine Fehlinformationen bekommen haben, nicht der Fall.",3,3,4,"REF:  dies war nicht der   fall  für die kontrollgruppen die keine *****             *****    ***** ***** fehlinformation erhielten
HYP:  das  war ***** ***** ***** für die kontrollgruppen die keine fehlinformationen bekommen haben nicht der             fall
TYPE: S    C   D     D     D     C   C   C               C   C     I                 I        I     I     S               S"
SG,83.33333333333334,55.4054054054054,6.917184228205472,Bei der Aktion wird sowohl Marvin getötet als auch die Tankstelle zerstört., Bei dieser Aktion ist Marvin ums Leben gekommen und auch die Angst dort zerstört worden.,7,0,3,"REF:  bei der    aktion ***** wird   sowohl marvin getötet  als auch die ***** tankstelle zerstört *****
HYP:  bei dieser aktion ist   marvin ums    leben  gekommen und auch die angst dort       zerstört worden
TYPE: C   S      C      I     S      S      S      S        S   C    C   I     S          C        I"
LU,83.33333333333334,58.06451612903226,9.688464563433238,Heute reicht das nicht mehr aus., Hüt langet das Nummer.,3,2,0,"REF:  heute reicht das nicht  mehr  aus
HYP:  hüt   langet das nummer ***** *****
TYPE: S     S      C   S      D     D"
TG,83.33333333333334,27.027027027027028,13.134549472120788,Sie ist von vier Lindenbäumen umgeben., Sie ist für viel Linde beim Umgehen.,4,0,1,"REF:  sie ist ***** von  vier  lindenbäumen umgeben
HYP:  sie ist für   viel linde beim         umgehen
TYPE: C   C   I     S    S     S            S"
BE,81.81818181818183,32.142857142857146,18.20705281109213,Die Darstellung der Erde in Kugelform begründete keine grundsätzliche neue Weltsicht., Die Anstellung der Erde in Kugelform hat nicht auf eine grundsätzlich neue Welt Sicht begründet.,5,0,4,"REF:  die darstellung der erde in kugelform ***** ***** begründete keine grundsätzliche neue ***** ***** weltsicht
HYP:  die anstellung  der erde in kugelform hat   nicht auf        eine  grundsätzlich  neue welt  sicht begründet
TYPE: C   S           C   C    C  C         I     I     S          S     S              C    I     I     S"
BE,80.0,59.375,16.233395773754953,Linssen wuchs in Wachtendonk auf., Die Lyssen ist in Wachtendonk aufgewachsen.,3,0,1,"REF:  ***** linssen wuchs in wachtendonk auf
HYP:  die   lyssen  ist   in wachtendonk aufgewachsen
TYPE: I     S       S     C  C           S"
LU,80.0,22.807017543859647,16.233395773754953,Auftraggeber befürchten eine sogenannte „Lock-in-Situation“., Die Auftragsgebung befürchtet eine sogenannte Login-Situation.,3,0,1,"REF:  ***** auftraggeber   befürchten eine sogenannte „lockinsituation“
HYP:  die   auftragsgebung befürchtet eine sogenannte loginsituation
TYPE: I     S              S          C    C          S"
SG,80.0,90.47619047619048,14.535768424205482,"Also, das gab es schon.", Also da hätte es schon gehen können.,2,0,2,"REF:  also das gab   es schon ***** *****
HYP:  also da  hätte es schon gehen können
TYPE: C    S   S     C  C     I     I"
LU,78.57142857142857,35.35353535353536,6.608973813188645,Vor Einführung des Pferdes in Nordamerika waren Hunde die einzigen den Indianern bekannte Lasttiere., Vor der Einführung vom Pferd in Nordamerika sind die einzige der Indianer bekannten Lastierhunde gewesen.,10,0,1,"REF:  vor ***** einführung des pferdes in nordamerika waren hunde die     einzigen den      indianern bekannte     lasttiere
HYP:  vor der   einführung vom pferd   in nordamerika sind  die   einzige der      indianer bekannten lastierhunde gewesen
TYPE: C   I     C          S   S       C  C           S     S     S       S        S        S         S            S"
BE,77.77777777777779,48.275862068965516,5.795599612995366,Hier gibt es ein sehr kleines Weinanbaugebiet für Weißwein., Ihr könnt es sehr gut ins WIP-Halbgebiet verwiesen.,6,1,0,"REF:  hier gibt  es ein   sehr kleines weinanbaugebiet für           weißwein
HYP:  ihr  könnt es ***** sehr gut     ins             wiphalbgebiet verwiesen
TYPE: S    S     C  D     C    S       S               S             S"
ZH,77.77777777777779,46.875,12.549310621989482,Blattl legte gegen den Bußgeldbescheid jedoch keine Berufung ein., Der Blattel hat jedoch gegen den Busgelbscheid keine Berufung eingelegt.,4,1,2,"REF:  ***** *****   blattl legte  gegen den bußgeldbescheid jedoch keine berufung ein
HYP:  der   blattel hat    jedoch gegen den busgelbscheid   *****  keine berufung eingelegt
TYPE: I     I       S      S      C     C   S               D      C     C        S"
SG,76.92307692307693,32.467532467532465,4.406306339938217,"Die Transplantation umfasste die Haut von Nase, Mund, Kinn und Teile der Wangen."," Transplantation umfasst Hut von Nasen, Mohl, Fünny und Teil von der Backe.",7,2,1,"REF:  die   transplantation umfasste die haut  von nase  mund kinn  und ***** teile der wangen
HYP:  ***** transplantation umfasst  hut ***** von nasen mohl fünny und teil  von   der backe
TYPE: D     C               S        S   D     C   S     S    S     C   I     S     C   S"
TG,75.0,31.372549019607842,25.40663740773074,Ich bin noch mit drei weiteren Dingen einverstanden., Mit noch drei weiteren Dingen bin ich verstanden.,2,2,2,"REF:  ich bin   noch mit   drei weiteren dingen ***** ***** einverstanden
HYP:  mit ***** noch ***** drei weiteren dingen bin   ich   verstanden
TYPE: S   D     C    D     C    C        C      I     I     S"
BE,75.0,43.18181818181818,27.629350710622465,Daran wird sich auch mit der Annahme einiger Änderungsanträge nichts Wesentliches ändern., Auch mit der Annahme von einigen Änderungsanträgen wird sich nichts Wesentliches daran ändern.,2,3,4,"REF:  daran wird  sich  auch mit der annahme ***** *****   *****             einiger änderungsanträge nichts wesentliches ***** ändern
HYP:  ***** ***** ***** auch mit der annahme von   einigen änderungsanträgen wird    sich             nichts wesentliches daran ändern
TYPE: D     D     D     C    C   C   C       I     I       I                 S       S                C      C            I     C"
TG,75.0,63.04347826086957,20.556680845025987,Kanonen besaß zwei Züge mit jeweils vier Wagen., Die Kanone hat jeweils zwei Züge mit vier Wagen besessen.,2,1,3,"REF:  ***** *****  kanonen besaß   zwei züge mit jeweils vier wagen *****
HYP:  die   kanone hat     jeweils zwei züge mit *****   vier wagen besessen
TYPE: I     I      S       S       C    C    C   D       C    C     I"
SG,75.0,38.59649122807017,15.851165692617148,Cassie erschien auf der Nicki Minaj-Version als Feature-Act., Cassie ist auf der Nicki Minaj Version als Future Act erschienen.,3,0,3,"REF:  cassie erschien auf der nicki ***** minajversion als *****  ***** featureact
HYP:  cassie ist      auf der nicki minaj version      als future act   erschienen
TYPE: C      S        C   C   C     I     S            C   I      I     S"
SG,72.72727272727273,43.18181818181818,31.53554052490134,Nicht-ordensgebundene Männer und Frauen stellen heute die Mehrheit unter den Studierenden.," Männer und Frauen, die nicht an Ort gebunden sind, stellen heute die Mehrheit unter die Studierenden.",1,1,6,"REF:  nichtordensgebundene männer und frauen ***** ***** ***** ***** *****    ***** stellen heute die mehrheit unter den studierenden
HYP:  *****                männer und frauen die   nicht an    ort   gebunden sind  stellen heute die mehrheit unter die studierenden
TYPE: D                    C      C   C      I     I     I     I     I        I     C       C     C   C        C     S   C"
BE,72.72727272727273,32.0,8.403703759902122,Damit war sie in ihrem Umfang zu einer einzigartigen Kollektion angewachsen., So ist sie ihrer Grösse durch eine einzigartige Kollektion angewachsen.,7,1,0,"REF:  damit war sie in    ihrem  umfang zu   einer        einzigartigen kollektion angewachsen
HYP:  so    ist sie ihrer grösse durch  eine einzigartige *****         kollektion angewachsen
TYPE: S     S   C   S     S      S      S    S            D             C          C"
SG,72.72727272727273,58.57142857142858,8.889175589171739,"Cibulka begann mit Versen, und lange dominierte die Lyrik sein Schaffen.", Die Chibulka hat mit Fersen angefangen und lange hat die Lührung sein Schaffen dominiert.,5,0,3,"REF:  ***** cibulka  begann mit *****  versen     und lange dominierte die lyrik   sein schaffen *****
HYP:  die   chibulka hat    mit fersen angefangen und lange hat        die lührung sein schaffen dominiert
TYPE: I     S        S      C   I      S          C   C     S          C   S       C    C        I"
AG,71.42857142857143,65.71428571428571,14.535768424205482,Etappe trat er danach nicht mehr an., Die Etappe ist nachher nicht mehr angetreten.,3,1,1,"REF:  ***** etappe trat er      danach nicht mehr an
HYP:  die   etappe ist  nachher *****  nicht mehr angetreten
TYPE: I     C      S    S       D      C     C    S"
BE,71.42857142857143,62.7906976744186,13.888095170058955,Der November wurde dadurch zum elften Monat., Durch das wurde der November zum 11. Monat.,4,0,1,"REF:  der   november wurde ***** dadurch  zum elften monat
HYP:  durch das      wurde der   november zum 11     monat
TYPE: S     S        C     I     S        C   S      C"
SG,71.42857142857143,8.0,20.556680845025987,Abgestufte Inanspruchnahme von Betriebsmitteln regelt die Zugriffskontrolle., Abgestrafte in Anspruchnahme von Betriebsmitteln regelt der Zugriffskontroller.,4,0,1,"REF:  *****       abgestufte inanspruchnahme von betriebsmitteln regelt die zugriffskontrolle
HYP:  abgestrafte in         anspruchnahme   von betriebsmitteln regelt der zugriffskontroller
TYPE: I           S          S               C   C               C      S   S"
LU,71.42857142857143,45.09803921568628,19.070828081828378,In Kriegszeiten wurde das Schloss stärker befestigt., In der Rückseite ist der Schloss stärker befestigt worden.,3,0,2,"REF:  in ***** kriegszeiten wurde das schloss stärker befestigt *****
HYP:  in der   rückseite    ist   der schloss stärker befestigt worden
TYPE: C  I     S            S     S   C       C       C         I"
AG,70.0,25.352112676056336,8.516593018819643,Dabei wurde im Finale der damals amtierende Meister Al-Gharafa bezwungen.," Der B ist im Final der damals amtierenden Meister, Algarafa, bezwungen worden.",5,0,2,"REF:  ***** dabei wurde im finale der damals amtierende  meister algharafa bezwungen *****
HYP:  der   b     ist   im final  der damals amtierenden meister algarafa  bezwungen worden
TYPE: I     S     S     C  S      C   C      S           C       S         C         I"
ZH,70.0,32.25806451612903,5.934202609760488,In den letzten Jahren gewinnt auch der Fußball an Begeisterung., in der letzten Jahrgewinde und der erste Mal eine Begeisterung.,7,0,0,"REF:  in den letzten jahren      gewinnt auch der   fußball an   begeisterung
HYP:  in der letzten jahrgewinde und     der  erste mal     eine begeisterung
TYPE: C  S   C       S           S       S    S     S       S    C"
BL,70.0,23.25581395348837,10.127993013562818,Keiner der argentinischen Marineangehörigen wurde bei diesen Angriffen schwer verletzt., Kein von den argentinischen Marineangehörigen ist bei diesem Angriff schwer verletzt worden.,5,0,2,"REF:  ***** keiner der argentinischen marineangehörigen wurde bei diesen angriffen schwer verletzt *****
HYP:  kein  von    den argentinischen marineangehörigen ist   bei diesem angriff   schwer verletzt worden
TYPE: I     S      S   C              C                 S     C   S      S         C      C        I"
BL,69.23076923076923,23.157894736842106,20.448007360218387,Laut Bernd Janowski gehört er „zu den Wegbereitern einer Historischen Anthropologie der Antike“., Ludbernd Yonofski hat auch den Weg bereitet von einer historischen Anthropologie der Antike.,9,0,0,"REF:  laut     bernd    janowski gehört er  „zu den      wegbereitern einer historischen anthropologie der antike“
HYP:  ludbernd yonofski hat      auch   den weg bereitet von          einer historischen anthropologie der antike
TYPE: S        S        S        S      S   S   S        S            C     C            C             C   S"
BL,69.23076923076923,25.925925925925924,9.752759118141046,Angeblich liegen der Nerv fürs Sehen und der für den Niesreiz dicht nebeneinander., Angeblich liegen die Nerven für das Sehen und das Dornisreis direkt nebeneinander.,6,2,1,"REF:  angeblich liegen ***** der    nerv fürs sehen und der für        den    niesreiz dicht nebeneinander
HYP:  angeblich liegen die   nerven für  das  sehen und das dornisreis direkt *****    ***** nebeneinander
TYPE: C         C      I     S      S    S    C     C   S   S          S      D        D     C"
TG,66.66666666666666,20.224719101123593,15.851165692617148,Dieses Kräftemessen war eine der Ursachen für die Resignation seines Nachfolgers Burchard., Das Kräftenmessen war eine Ursache für die Resignation von seinem Nachfolger Buchart.,6,1,1,"REF:  dieses kräftemessen  war eine der     ursachen für die resignation ***** seines nachfolgers burchard
HYP:  das    kräftenmessen war eine ursache *****    für die resignation von   seinem nachfolger  buchart
TYPE: S      S             C   C    S       D        C   C   C           I     S      S           S"
ZG,66.66666666666666,12.5,18.99589214128981,"Staats-Obergymnasium unterrichtete, kennen.", Das Staatsobergymnasium unterrichtet kennen.,1,0,1,"REF:  ***** staatsobergymnasium unterrichtete kennen
HYP:  das   staatsobergymnasium unterrichtet  kennen
TYPE: I     C                   S             C"
AG,66.66666666666666,23.076923076923077,22.089591134157878,Trockeneis wird überwiegend als Kühlmittel verwendet., Trockenes Eis wird vor allem als Kühlmittel verwendet.,2,0,2,"REF:  *****     trockeneis wird ***** überwiegend als kühlmittel verwendet
HYP:  trockenes eis        wird vor   allem       als kühlmittel verwendet
TYPE: I         S          C    I     S           C   C          C"
BL,66.66666666666666,40.54054054054054,15.619699684601283,Die Bemühungen in dieser Sache laufen., Bemühungen in der Sache sind am Laufen.,1,1,2,"REF:  die   bemühungen in dieser sache ***** ***** laufen
HYP:  ***** bemühungen in der    sache sind  am    laufen
TYPE: D     C          C  S      C     I     I     C"
ZH,66.66666666666666,56.94444444444444,18.92240568795936,Dave erschießt Baby Face und erhält von der Polizei eine große Belohnung., Dave hat das Babyface verschossen und bekommt deshalb von der Polizei eine grosse Belohnung über.,5,0,3,"REF:  dave ***** erschießt baby     face        und *****   erhält  von der polizei eine große  belohnung *****
HYP:  dave hat   das       babyface verschossen und bekommt deshalb von der polizei eine grosse belohnung über
TYPE: C    I     S         S        S           C   I       S       C   C   C       C    S      C         I"
BE,66.66666666666666,18.27956989247312,8.516593018819643,"Hochwasser, Dürren und Waldbrände in nie gekanntem Ausmaß richteten europaweit Verwüstungen an.", Hochwassentüren und Wald brennt in nie bekannten Ausmassen richten europaweit Verwürstungen an.,8,0,0,"REF:  hochwasser      dürren und  waldbrände in nie gekanntem ausmaß    richteten europaweit verwüstungen  an
HYP:  hochwassentüren und    wald brennt     in nie bekannten ausmassen richten   europaweit verwürstungen an
TYPE: S               S      S    S          C  C   S         S         S         C          S             C"
LU,66.66666666666666,26.08695652173913,25.211936184349828,Losungen zum Ersten Mai und anderen Demonstrationen wurden vorgegeben., Die Lösungen für den 1. Mai und die anderen Demonstrationen wurden vorgegeben.,3,0,3,"REF:  ***** *****    losungen zum ersten mai und ***** anderen demonstrationen wurden vorgegeben
HYP:  die   lösungen für      den 1      mai und die   anderen demonstrationen wurden vorgegeben
TYPE: I     I        S        S   S      C   C   I     C       C               C      C"
BE,66.66666666666666,65.51724137931035,11.51015341649912,"Mensch, schön habt ihr es hier!", Kopf hätt ihr schön hier.,3,1,0,"REF:  mensch schön habt  ihr es    hier
HYP:  kopf   hätt  ***** ihr schön hier
TYPE: S      S     D     C   S     C"
