dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
SO,108.33333333333333,62.65060240963856,0.0,"Pfostenlöcher am Südtor lassen annehmen, dass er mit einer Holzbrücke überspannt war.",Auf Grund vor der Fostellöcheram Süddor kam Ana das Dete an Holsbrocoküberspannt xiih.,12,0,1,"REF:  ***** pfostenlöcher am  südtor lassen         annehmen dass er  mit einer holzbrücke überspannt           war
HYP:  auf   grund         vor der    fostellöcheram süddor   kam  ana das dete  an         holsbrocoküberspannt xiih
TYPE: I     S             S   S      S              S        S    S   S   S     S          S                    S"
BE,107.14285714285714,42.0,3.1251907639724417,Auch in der Auseinandersetzung um Johannes Chrysostomos folgte Honorius eher ihrem als Stilichos Rat.,Oh ieder auseinandersetzig oner Johannes Crisostamos ist er holorios ein der Eren asemystilikos imrat Kokt.,14,0,1,"REF:  ***** auch  in                der  auseinandersetzung um          johannes chrysostomos folgte   honorius eher ihrem als           stilichos rat
HYP:  oh    ieder auseinandersetzig oner johannes           crisostamos ist      er           holorios ein      der  eren  asemystilikos imrat     kokt
TYPE: I     S     S                 S    S                  S           S        S            S        S        S    S     S             S         S"
BE,100.0,28.999999999999996,5.412989186545263,Damit ergeben sich die Elemente einer Verfassung für eine europäische Föderation der Nationalstaaten.,Mit dem ergab er secht Element vor er verfassig für ne europäische Föderation vor den Nationalstaate.,10,0,3,"REF:  ***** ***** damit ergeben sich  die     elemente einer verfassung für eine europäische föderation ***** der nationalstaaten
HYP:  mit   dem   ergab er      secht element vor      er    verfassig  für ne   europäische föderation vor   den nationalstaate
TYPE: I     I     S     S       S     S       S        S     S          C   S    C           C          I     S   S"
SG,100.0,53.16455696202531,5.669791110976001,Danach absolvierte er ebendort eine dreijährige Ausbildung zum Volksschullehrer.,Nachdem hätte Dötter er drüjährige Usbildig zum Volksschulenlehrer absolviert.,7,1,1,"REF:  *****   danach absolvierte er ebendort   eine     dreijährige ausbildung         zum        volksschullehrer
HYP:  nachdem hätte  dötter      er drüjährige usbildig zum         volksschulenlehrer absolviert *****
TYPE: I       S      S           C  S          S        S           S                  S          D"
ZG,100.0,7.5,0.0,"Staats-Obergymnasium unterrichtete, kennen.",Staatsopergymnasium unterrichtet Kenne.,3,0,0,"REF:  staatsobergymnasium unterrichtete kennen
HYP:  staatsopergymnasium unterrichtet  kenne
TYPE: S                   S             S"
BE,100.0,42.465753424657535,0.0,Gestern habe ich über die Bedenken hinsichtlich der Verfassung gesprochen.,Gester han Jubert Bedenke hinsichlich dafür Fasssigret.,7,3,0,"REF:  gestern habe ich    über    die         bedenken hinsichtlich der   verfassung gesprochen
HYP:  gester  han  jubert bedenke hinsichlich dafür    fasssigret   ***** *****      *****
TYPE: S       S    S      S       S           S        S            D     D          D"
ZH,100.0,42.5,8.116697886877475,Die Gleise sind teilweise noch vorhanden.,Gleis sind zum Teil nur vorHonde.,6,0,0,"REF:  die   gleise sind teilweise noch vorhanden
HYP:  gleis sind   zum  teil      nur  vorhonde
TYPE: S     S      S    S         S    S"
VS,100.0,47.0,3.673526562988939,"Um die Abstimmung zu erleichtern, wurden diese Änderungsanträge allerdings in Blöcken zusammengefasst.",Um Dob stimme zerlechteru sind d Andrigsatreg allerdings im h Same fast orde.,11,0,1,"REF:  um ***** die    abstimmung  zu   erleichtern wurden       diese      änderungsanträge allerdings in   blöcken zusammengefasst
HYP:  um dob   stimme zerlechteru sind d           andrigsatreg allerdings im               h          same fast    orde
TYPE: C  I     S      S           S    S           S            S          S                S          S    S       S"
SG,100.0,48.97959183673469,4.8734989388136185,Ollie kommt als Affe wieder aus dem Becken heraus.,Der Oli rummt als auf wie de RusembeKriuse.,6,2,1,"REF:  ***** ollie kommt als affe wieder aus dem           becken heraus
HYP:  der   oli   rummt als auf  wie    de  rusembekriuse *****  *****
TYPE: I     S     S     C   S    S      S   S             D      D"
AG,100.0,68.57142857142857,5.522397783539471,Etappe trat er danach nicht mehr an.,De Etappe ist schon nach e Nummer atrate.,6,0,1,"REF:  ***** etappe trat er    danach nicht mehr   an
HYP:  de    etappe ist  schon nach   e     nummer atrate
TYPE: I     C      S    S     S      S     S      S"
BE,100.0,52.94117647058824,0.0,"Wir können so verfahren, wie Sie vorgeschlagen haben.",Der Ceuzauverfahren widerhält Vorkschlacke.,4,4,0,"REF:  wir können          so        verfahren    wie   sie   vorgeschlagen haben
HYP:  der ceuzauverfahren widerhält vorkschlacke ***** ***** *****         *****
TYPE: S   S               S         S            D     D     D             D"
SG,100.0,26.31578947368421,0.0,Gute Überwachung: Ja!,"Gutüberwachig, jo!",2,1,0,"REF:  gute          überwachung ja
HYP:  gutüberwachig jo          *****
TYPE: S             S           D"
BE,100.0,45.65217391304348,6.567274736060395,Er schloss sein Studium als Diplom-Soziologe ab.,Erhit sie Studium aus Diplom Soziolog abschlossen.,7,0,0,"REF:  er    schloss sein    studium als    diplomsoziologe ab
HYP:  erhit sie     studium aus     diplom soziolog        abschlossen
TYPE: S     S       S       S       S      S               S"
AG,100.0,42.42424242424242,0.0,Aus den nominierten Beiträgen kürt die Jury sodann die Preisträger.,Us der nominierte Bitrahür Juriden Priestrager.,6,4,0,"REF:  aus den nominierten beiträgen kürt    die         jury  sodann die   preisträger
HYP:  us  der nominierte  bitrahür  juriden priestrager ***** *****  ***** *****
TYPE: S   S   S           S         S       S           D     D      D     D"
BE,100.0,34.0,5.522397783539471,Sein Sohn Jacobus hat die Porträts dafür gestochen.,Seson Jacobus hät deer Portras de fur Knoche.,8,0,0,"REF:  sein  sohn    jacobus hat  die     porträts dafür gestochen
HYP:  seson jacobus hät     deer portras de       fur   knoche
TYPE: S     S       S       S    S       S        S     S"
ZG,100.0,44.680851063829785,5.693025330278465,Die Schwerkraft lässt das Salz in Tanks fließen.,Schwercraft lat Salz i de Dunk Fliesse.,7,1,0,"REF:  die         schwerkraft lässt das salz in   tanks   fließen
HYP:  schwercraft lat         salz  i   de   dunk fliesse *****
TYPE: S           S           S     S   S    S    S       D"
BL,100.0,41.46341463414634,3.7477767366779213,"Seine Nachfahren kündigten gerichtliche Schritte an, um die Umbettung zu verhindern.",Sin die Nochfahre hand es christliche schritt erkündet und unbertig zurhinder.,11,0,0,"REF:  seine nachfahren kündigten gerichtliche schritte an          um      die      umbettung zu       verhindern
HYP:  sin   die        nochfahre hand         es       christliche schritt erkündet und       unbertig zurhinder
TYPE: S     S          S         S            S        S           S       S        S         S        S"
TG,100.0,49.01960784313725,5.522397783539471,Ich bin noch mit drei weiteren Dingen einverstanden.,Mit nur drü wietere Dinge bie ni verstande.,8,0,0,"REF:  ich bin noch mit     drei  weiteren dingen einverstanden
HYP:  mit nur drü  wietere dinge bie      ni     verstande
TYPE: S   S   S    S       S     S        S      S"
BE,100.0,50.0,0.0,Sie fehlen im Mittelmeer.,Sefala imme Tumeir.,3,1,0,"REF:  sie    fehlen im     mittelmeer
HYP:  sefala imme   tumeir *****
TYPE: S      S      S      D"
ZH,100.0,37.64705882352941,4.069582841180382,In der Folge wurden die übrigen Kugeln durch die Einsatzkräfte kontrolliert gesprengt.,Wieder folg sindübrige Cugle durch d Isatz Kraft kontrolliert gesprangt worden.,11,1,0,"REF:  in     der  folge      wurden die   übrigen kugeln durch die          einsatzkräfte kontrolliert gesprengt
HYP:  wieder folg sindübrige cugle  durch d       isatz  kraft kontrolliert gesprangt     worden       *****
TYPE: S      S    S          S      S     S       S      S     S            S             S            D"
AG,100.0,38.333333333333336,5.522397783539471,Die Speicherung erfolgt dabei im Shared-Memory des Webservers.,Spiechediger folgte bie im Shirt Memory vom Webserver.,8,0,0,"REF:  die          speicherung erfolgt dabei im    sharedmemory des webservers
HYP:  spiechediger folgte      bie     im    shirt memory       vom webserver
TYPE: S            S           S       S     S     S            S   S"
BE,100.0,31.746031746031743,0.0,Wir stehen auch vor einer wichtigen humanitären Herausforderung.,Mistand auf forere wichtiger humanitäre Herausfortrig.,6,2,0,"REF:  wir     stehen auch   vor       einer      wichtigen     humanitären herausforderung
HYP:  mistand auf    forere wichtiger humanitäre herausfortrig *****       *****
TYPE: S       S      S      S         S          S             D           D"
AG,100.0,54.285714285714285,9.652434877402245,Isotope waren damals noch unbekannt.,Isodope sind schor damals unbekannt xe.,4,0,1,"REF:  *****   isotope waren damals noch      unbekannt
HYP:  isodope sind    schor damals unbekannt xe
TYPE: I       S       S     C      S         S"
BL,100.0,34.883720930232556,0.0,Nach einigen Jahren in unteren Ligen ging es Anfang dieses Jahrhunderts wieder bergauf.,Noch einige Jahre ind unterer Liga ishes Auffang vom Jahrhundertweterbarufgange.,10,3,0,"REF:  nach einigen jahren in  unteren ligen ging  es      anfang dieses                     jahrhunderts wieder bergauf
HYP:  noch einige  jahre  ind unterer liga  ishes auffang vom    jahrhundertweterbarufgange *****        *****  *****
TYPE: S    S       S      S   S       S     S     S       S      S                          D            D      D"
BE,100.0,50.649350649350644,3.3864985683445354,"Es könnte viel schlimmer kommen, als sie sich möglicherweise vorstellen können.","Es rant Fech leben meho, aus si sach möglicher wies Reyfog deue.",10,0,1,"REF:  es ***** könnte viel  schlimmer kommen als sie  sich      möglicherweise vorstellen können
HYP:  es rant  fech   leben meho      aus    si  sach möglicher wies           reyfog     deue
TYPE: C  I     S      S     S         S      S   S    S         S              S          S"
ZH,100.0,59.25925925925925,9.287528999566801,Dadurch verformt sich das zu bearbeitende Blech zurück.,Durch das verformt sich sblech wo man muss bearbeitet zruck.,6,0,2,"REF:  ***** dadurch verformt sich *****  das zu  bearbeitende blech      zurück
HYP:  durch das     verformt sich sblech wo  man muss         bearbeitet zruck
TYPE: I     S       C        C    I      S   S   S            S          S"
BE,100.0,52.5,6.567274736060395,Die Verhandlungen laufen aber zu langsam.,Für handliger Lauf ver jetzt abers langsam.,5,0,1,"REF:  ***** die       verhandlungen laufen aber  zu    langsam
HYP:  für   handliger lauf          ver    jetzt abers langsam
TYPE: I     S         S             S      S     S     C"
AG,100.0,37.5,13.134549472120788,Allmählich verlieben sie sich ineinander.,Langsam verliebe sie sich in en and.,3,0,2,"REF:  allmählich verlieben sie sich ***** ***** ineinander
HYP:  langsam    verliebe  sie sich in    en    and
TYPE: S          S         C   C    I     I     S"
SG,100.0,55.42168674698795,0.0,"Dies war nicht der Fall für die Kontrollgruppen, die keine Fehlinformation erhielten.",Das ist fürdier kontrollgruppe wo Kaifeilinformationeüberhohend Nötte Falxi.,8,4,0,"REF:  dies war nicht   der            fall für                           die   kontrollgruppen die   keine fehlinformation erhielten
HYP:  das  ist fürdier kontrollgruppe wo   kaifeilinformationeüberhohend nötte falxi           ***** ***** *****           *****
TYPE: S    S   S       S              S    S                             S     S               D     D     D               D"
BE,100.0,42.1875,6.772997136689072,Diese Ranch war früher Drehort von Wildwest-Filmen mit John Wayne.,Die Rance is frichte Driotxe vom Wilde Weshte Film Madam John Wayne.,8,0,2,"REF:  ***** ***** diese ranch   war     früher drehort von    wildwestfilmen mit   john wayne
HYP:  die   rance is    frichte driotxe vom    wilde   weshte film           madam john wayne
TYPE: I     I     S     S       S       S      S       S      S              S     C    C"
BE,100.0,61.36363636363637,7.603985612048923,Daran wird sich auch mit der Annahme einiger Änderungsanträge nichts Wesentliches ändern.,O mit Drana voeinige Andriksartrag wird sich nütwessentlach stran andere.,10,2,0,"REF:  daran wird sich  auch     mit           der  annahme einiger        änderungsanträge nichts wesentliches ändern
HYP:  o     mit  drana voeinige andriksartrag wird sich    nütwessentlach stran            andere *****        *****
TYPE: S     S    S     S        S             S    S       S              S                S      D            D"
BE,100.0,41.11111111111111,0.0,"Ich habe den Eindruck, dass viele der europäischen Agenturen ein gewisses Eigenleben führen.",Jadridruck das fiw Europäische Agentures grüsse Seigelabe führe.,8,5,0,"REF:  ich        habe den eindruck    dass      viele  der       europäischen agenturen ein   gewisses eigenleben führen
HYP:  jadridruck das  fiw europäische agentures grüsse seigelabe führe        *****     ***** *****    *****      *****
TYPE: S          S    S   S           S         S      S         S            D         D     D        D          D"
SG,100.0,28.000000000000004,15.97357760615681,Mit welcher Unterstützung?,Mit Wellerau unterstütz ic?,2,0,1,"REF:  mit *****    welcher    unterstützung
HYP:  mit wellerau unterstütz ic
TYPE: C   I        S          S"
BL,100.0,52.63157894736842,0.0,Es wurde auch ihr erfolgreichstes Buch.,Sicher wi das erfolgreichste Buchworde.,5,1,0,"REF:  es     wurde auch ihr            erfolgreichstes buch
HYP:  sicher wi    das  erfolgreichste buchworde       *****
TYPE: S      S     S    S              S               D"
AG,100.0,34.883720930232556,6.567274736060395,Britta Huttenlocher wuchs in Winterthur auf.,"Brita HutenLoche, ich in Winter tor ufgwahe.",5,0,1,"REF:  britta huttenlocher wuchs in *****  winterthur auf
HYP:  brita  hutenloche   ich   in winter tor        ufgwahe
TYPE: S      S            S     C  I      S          S"
AG,100.0,42.857142857142854,3.1157290929555894,Die Samples wurden in der Vergangenheit von verschiedenen Kommentatoren der verschiedenen Sprachversionen eingesprochen.,Ihr Vergangenheit sind Temples for verschiedene Kommentatore wos verschiedene Sprochversionen gesprocher wurde.,12,1,0,"REF:  die samples       wurden in      der vergangenheit von          verschiedenen kommentatoren der             verschiedenen sprachversionen eingesprochen
HYP:  ihr vergangenheit sind   temples for verschiedene  kommentatore wos           verschiedene  sprochversionen gesprocher    wurde           *****
TYPE: S   S             S      S       S   S             S            S             S             S               S             S               D"
BE,100.0,62.857142857142854,0.0,Dies ist heute jedoch nicht mehr so.,"Da si schwirt, aber ni meso.",6,1,0,"REF:  dies ist heute   jedoch nicht mehr so
HYP:  da   si  schwirt aber   ni    meso *****
TYPE: S    S   S       S      S     S    D"
VS,100.0,60.60606060606061,0.0,Sie ist die Hauptkirche der Stadt.,Sistteptrecher war des Start.,4,2,0,"REF:  sie            ist die hauptkirche der   stadt
HYP:  sistteptrecher war des start       ***** *****
TYPE: S              S   S   S           D     D"
BE,100.0,42.30769230769231,0.0,Die Förderung soll in Kindertagesstätten stattfinden.,Förderixoi Hintertoggesstadt stattfinde.,3,3,0,"REF:  die        förderung         soll       in    kindertagesstätten stattfinden
HYP:  förderixoi hintertoggesstadt stattfinde ***** *****              *****
TYPE: S          S                 S          D     D                  D"
BL,100.0,40.816326530612244,6.567274736060395,Eine zweite Sprengung verlief nicht erfolgreicher.,Dr zweite Sprangig ist niet erfolgreich Lofe.,5,0,1,"REF:  eine zweite *****    sprengung verlief nicht       erfolgreicher
HYP:  dr   zweite sprangig ist       niet    erfolgreich lofe
TYPE: S    C      I        S         S       S           S"
ZG,100.0,40.0,2.8398387225677895,Die kommunistische Geheimpolizei durchsuchte sein Elternhaus und seine Eltern wurden zu Verhören abgeholt.,Der Kommunistisch Kime Dunge durchsucht sies Elterehus und sini Altere sind zum Verörapkot wurde.,12,0,1,"REF:  ***** die           kommunistische geheimpolizei durchsuchte sein elternhaus und seine eltern wurden zu  verhören   abgeholt
HYP:  der   kommunistisch kime           dunge         durchsucht  sies elterehus  und sini  altere sind   zum verörapkot wurde
TYPE: I     S             S              S             S           S    S          C   S     S      S      S   S          S"
BE,100.0,30.909090909090907,0.0,Weitere Pläne und Skizzen sind archivalisch überliefert.,Vitri Plan uscice sie archivalischüberlifert.,5,2,0,"REF:  weitere pläne und    skizzen sind                   archivalisch überliefert
HYP:  vitri   plan  uscice sie     archivalischüberlifert *****        *****
TYPE: S       S     S      S       S                      D            D"
BE,100.0,53.84615384615385,5.11459870708889,Schnell wurde das Haus zu einer beliebten Adresse der Prominenten.,Schnauish Tuso der beliebtadrasse vor der Prominante wurde.,8,2,0,"REF:  schnell   wurde das haus           zu  einer beliebten  adresse der   prominenten
HYP:  schnauish tuso  der beliebtadrasse vor der   prominante wurde   ***** *****
TYPE: S         S     S   S              S   S     S          S       D     D"
AG,100.0,38.88888888888889,4.935157841536379,In der Hauptphase dreht der Körper um seine Längsachse.,Ich haubtvusedrete Körper und sie ni Langsochse.,7,2,0,"REF:  in  der            hauptphase dreht der körper um         seine längsachse
HYP:  ich haubtvusedrete körper     und   sie ni     langsochse ***** *****
TYPE: S   S              S          S     S   S      S          D     D"
BE,100.0,57.692307692307686,11.044795567078939,Ebenso gelang die Ansiedlung auf der Taimyr-Halbinsel.,Aberso ist datsächlich auf der Timir Haubinsel klungen.,4,1,2,"REF:  ebenso gelang die         ansiedlung auf der ***** *****     taimyrhalbinsel
HYP:  aberso ist    datsächlich *****      auf der timir haubinsel klungen
TYPE: S      S      S           D          C   C   I     I         S"
TG,100.0,51.85185185185185,5.693025330278465,In Containern können auch keine Treiber geladen werden.,Ie Grundein noch in Daukeit dribeklade Werde.,7,1,0,"REF:  in containern können auch keine   treiber    geladen werden
HYP:  ie grundein   noch   in   daukeit dribeklade werde   *****
TYPE: S  S          S      S    S       S          S       D"
BE,100.0,40.298507462686565,0.0,Dies zumeist in den besonders fruchtbaren Küstenregionen des Landes.,Das mincht ide psundrik fruchtbare Küschte Regione vom Land.,9,0,0,"REF:  dies zumeist in  den      besonders  fruchtbaren küstenregionen des landes
HYP:  das  mincht  ide psundrik fruchtbare küschte     regione        vom land
TYPE: S    S       S   S        S          S           S              S   S"
ZH,100.0,34.146341463414636,0.0,Das Projekt endete nach der Ausschreibung.,Sprojekt andet noch dos schribig.,5,1,0,"REF:  das      projekt endete nach der      ausschreibung
HYP:  sprojekt andet   noch   dos  schribig *****
TYPE: S        S       S      S    S        D"
TG,100.0,28.333333333333332,0.0,Diese Stauung kann durch eine portale Hypertension auftreten.,Die Staui Kan dure potale Hypotension uftrete.,7,1,0,"REF:  diese stauung kann durch eine   portale     hypertension auftreten
HYP:  die   staui   kan  dure  potale hypotension uftrete      *****
TYPE: S     S       S    S     S      S           S            D"
BE,100.0,45.45454545454545,0.0,"Je schwerer ein Zug ist, desto höhere Kräfte können dabei auftreten.",Ihr Schwar erzog ich dessdo höcher die Kraft Ceudbi auftrate.,10,1,0,"REF:  je  schwerer ein   zug ist    desto  höhere kräfte können dabei    auftreten
HYP:  ihr schwar   erzog ich dessdo höcher die    kraft  ceudbi auftrate *****
TYPE: S   S        S     S   S      S      S      S      S      S        D"
ZG,100.0,74.25742574257426,13.912311644176565,Trotz dieses Wachstums verlor der Ort seine Selbstständigkeit durch die Eingemeindung nach Den Helder.,Durt ikmeindig nach den Helder hätt der Ort trotz em Wachstum sienie Selbständigkeit verloren.,10,2,2,"REF:  ***** *****     trotz dieses wachstums verlor der ort seine selbstständigkeit durch    die    eingemeindung   nach     den   helder
HYP:  durt  ikmeindig nach  den    helder    hätt   der ort trotz em                wachstum sienie selbständigkeit verloren ***** *****
TYPE: I     I         S     S      S         S      C   C   S     S                 S        S      S               S        D     D"
SG,100.0,44.776119402985074,0.0,Hinweise auf eine steinerne Ringmauer konnten nicht gefunden werden.,Hivis Ufe Steinoni Ringmur hät nükrene Quunde werde.,8,1,0,"REF:  hinweise auf eine     steinerne ringmauer konnten nicht  gefunden werden
HYP:  hivis    ufe steinoni ringmur   hät       nükrene quunde werde    *****
TYPE: S        S   S        S         S         S       S      S        D"
LU,100.0,13.333333333333334,0.0,Epping erworben.,Apping erworbe.,2,0,0,"REF:  epping erworben
HYP:  apping erworbe
TYPE: S      S"
SG,100.0,41.1214953271028,0.0,"Währenddessen pachtet Elke Berger zusätzlich das Luxushotel „Park’s“, um ihr Personal beschäftigen zu können.","Während dessen hat Elkeberger zorsetzlach Luxus Hotel Parks bachtet, damit sie ihres Personalbeschäftiger kann.",14,0,0,"REF:  währenddessen pachtet elke berger     zusätzlich  das   luxushotel „park’s“ um      ihr   personal beschäftigen zu                   können
HYP:  während       dessen  hat  elkeberger zorsetzlach luxus hotel      parks    bachtet damit sie      ihres        personalbeschäftiger kann
TYPE: S             S       S    S          S           S     S          S        S       S     S        S            S                    S"
